label_type,label,era,edition_label,edition_order,request_title,mentions,in_title
tag,Anti-Aging,consolidated,undated version first captured 2022-07-01,20222,Longevity and Anti-aging,1,True
tag,Architecture,seasonal,Winter 2025,20250,LLMs for chip design,1,False
tag,Architecture,seasonal,Summer 2026,20262,Inference Chips for Agent Workflows,1,False
tag,Architecture,seasonal,Fall 2026,20263,The Future of American Defense,1,False
tag,Artificial Intelligence,seasonal,Fall 2026,20263,Compute at Sea,1,False
tag,Augmented Reality,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Augmented Reality,consolidated,March 2014,20140,Levers,1,False
tag,Augmented Reality,consolidated,July 2014,20142,Levers,1,False
tag,Augmented Reality,consolidated,September 2014,20142,VR and AR,1,False
tag,Augmented Reality,consolidated,August 2015,20152,VR and AR,1,False
tag,Augmented Reality,consolidated,September 2016,20162,VR and AR,1,False
tag,Augmented Reality,consolidated,March 2018,20180,VR and AR,1,False
tag,Augmented Reality,consolidated,April 2020,20201,VR and AR,1,False
tag,Augmented Reality,consolidated,undated version first captured 2022-03-02,20220,VR and AR,1,False
tag,Augmented Reality,consolidated,undated version first captured 2022-07-01,20222,VR and AR,1,False
tag,Automation,consolidated,September 2016,20162,Future of Work:,1,False
tag,Automation,consolidated,March 2018,20180,Future of Work:,1,False
tag,Automation,consolidated,April 2020,20201,Future of Work:,1,False
tag,Automation,consolidated,undated version first captured 2022-03-02,20220,Future of Work:,1,False
tag,Automation,consolidated,undated version first captured 2022-07-01,20222,Future of Work:,1,False
tag,Automation,seasonal,Summer 2024,20242,LLMs for manual back office processes in legacy enterprises,1,False
tag,Automation,seasonal,Spring 2025,20251,Browser & Computer Automation,1,True
tag,Automation,seasonal,Spring 2025,20251,Compliance and Audit,1,False
tag,Automation,seasonal,Spring 2026,20261,Modern Metal Mills,3,False
tag,Automation,seasonal,Summer 2026,20262,Company Brain,3,False
tag,B2B,seasonal,Summer 2024,20242,Applying machine learning to robotics,1,False
tag,B2B,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,B2B,seasonal,Spring 2025,20251,Vertical AI Agents,4,False
tag,B2B,seasonal,Summer 2025,20252,Software Tools To Make Robots,1,False
tag,B2B,seasonal,Fall 2025,20253,AI Native Enterprise Software,1,False
tag,Billing,seasonal,Summer 2024,20242,LLMs for manual back office processes in legacy enterprises,1,False
tag,Billing,seasonal,Summer 2024,20242,The Managed Service Organization model for healthcare,2,False
tag,Billing,seasonal,Fall 2026,20263,New Operating Systems for the Physical World,1,False
tag,Biotech,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Biotech,consolidated,March 2014,20140,Biotech,1,True
tag,Biotech,consolidated,July 2014,20142,Biotech,1,True
tag,Biotech,consolidated,September 2014,20142,Biotech,2,True
tag,Biotech,consolidated,September 2014,20142,Human Augmentation,1,False
tag,Biotech,consolidated,August 2015,20152,Biotech,2,True
tag,Biotech,consolidated,August 2015,20152,Human Augmentation,1,False
tag,Biotech,consolidated,September 2016,20162,Biotech,2,True
tag,Biotech,consolidated,September 2016,20162,Human Augmentation,1,False
tag,Biotech,consolidated,March 2018,20180,Bio,1,False
tag,Biotech,consolidated,April 2020,20201,Bio,1,False
tag,Biotech,consolidated,undated version first captured 2022-03-02,20220,Bio,1,False
tag,Biotech,consolidated,undated version first captured 2022-07-01,20222,Bio,1,False
tag,COVID-19,consolidated,March 2018,20180,Response to COVID-19,5,True
tag,COVID-19,consolidated,April 2020,20201,Response to COVID-19,5,True
tag,COVID-19,consolidated,undated version first captured 2022-03-02,20220,Response to COVID-19,5,True
tag,CRM,seasonal,Summer 2024,20242,AI to build enterprise software,1,False
tag,CRM,seasonal,Fall 2025,20253,AI Native Enterprise Software,1,False
tag,Calendar,seasonal,Spring 2025,20251,A Secure AI App Store,1,False
tag,Calendar,seasonal,Summer 2025,20252,AI Personal Assistant,1,False
tag,Calendar,seasonal,Summer 2026,20262,Dynamic Software Interfaces,1,False
tag,Careers,seasonal,Winter 2025,20250,One million jobs 2.0,3,False
tag,Cellular Agriculture,consolidated,March 2018,20180,Cellular Agriculture and Clean Meat,2,True
tag,Cellular Agriculture,consolidated,April 2020,20201,Cellular Agriculture and Clean Meat,2,True
tag,Cellular Agriculture,consolidated,undated version first captured 2022-03-02,20220,Cellular Agriculture and Clean Meat,2,True
tag,Cellular Agriculture,consolidated,undated version first captured 2022-07-01,20222,Cellular Agriculture and Clean Meat,2,True
tag,Chat,seasonal,Fall 2025,20253,AI Native Enterprise Software,1,False
tag,Chat,seasonal,Fall 2026,20263,Multiplayer AI,1,False
tag,Chatbot,seasonal,Summer 2026,20262,Company Brain,1,False
tag,Chatbot,seasonal,Summer 2026,20262,SaaS Challengers,1,False
tag,Clean Meat,consolidated,March 2018,20180,Cellular Agriculture and Clean Meat,1,True
tag,Clean Meat,consolidated,April 2020,20201,Cellular Agriculture and Clean Meat,1,True
tag,Clean Meat,consolidated,undated version first captured 2022-03-02,20220,Cellular Agriculture and Clean Meat,1,True
tag,Clean Meat,consolidated,undated version first captured 2022-07-01,20222,Cellular Agriculture and Clean Meat,1,True
tag,Climate,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Climate,consolidated,March 2014,20140,Science,1,False
tag,Climate,consolidated,July 2014,20142,Science,1,False
tag,Climate,consolidated,September 2014,20142,Science,1,False
tag,Climate,consolidated,August 2015,20152,Science,1,False
tag,Climate,consolidated,March 2018,20180,Carbon Removal Technologies,1,False
tag,Climate,consolidated,April 2020,20201,Carbon Removal Technologies,1,False
tag,Climate,consolidated,undated version first captured 2022-03-02,20220,Carbon Removal Technologies,1,False
tag,Climate,consolidated,undated version first captured 2022-07-01,20222,Carbon Removal Technologies,1,False
tag,Climate,seasonal,Summer 2024,20242,Climate tech,5,True
tag,Cloud Computing,seasonal,Fall 2025,20253,AI Native Enterprise Software,2,False
tag,Cloud Computing,seasonal,Fall 2025,20253,"The First 10-person, $100B Company",1,False
tag,Community,consolidated,March 2018,20180,Response to COVID-19,1,False
tag,Community,consolidated,April 2020,20201,Response to COVID-19,1,False
tag,Community,consolidated,undated version first captured 2022-03-02,20220,Response to COVID-19,1,False
tag,Community,seasonal,Summer 2024,20242,A way to end cancer,1,False
tag,Community,seasonal,Summer 2024,20242,Commercial open source companies,1,False
tag,Community,seasonal,Winter 2025,20250,Public safety technology,1,False
tag,Community,seasonal,Spring 2025,20251,Startup Founders with Systems Programming Expertise,1,False
tag,Compliance,seasonal,Summer 2024,20242,LLMs for manual back office processes in legacy enterprises,1,False
tag,Compliance,seasonal,Spring 2025,20251,Compliance and Audit,4,True
tag,Compliance,seasonal,Spring 2025,20251,The Future of Software Engineering,1,False
tag,Compliance,seasonal,Spring 2025,20251,Vertical AI Agents,1,False
tag,Compliance,seasonal,Spring 2026,20261,AI-Native Hedge Funds,1,False
tag,Compliance,seasonal,Spring 2026,20261,Stablecoin Financial Services,1,False
tag,Compliance,seasonal,Spring 2026,20261,Infra for Government Fraud Hunters,1,False
tag,Compliance,seasonal,Summer 2026,20262,AI-Native Service Companies,1,False
tag,Compliance,seasonal,Summer 2026,20262,Supply Chain 2.0 for Semiconductors,1,False
tag,Compliance,seasonal,Fall 2026,20263,AI-Native Compliance Infrastructure,7,True
tag,Computer Vision,seasonal,Winter 2025,20250,Public safety technology,2,False
tag,Construction,seasonal,Summer 2024,20242,Small fine-tuned models as an alternative to giant generic ones,1,False
tag,Construction,seasonal,Spring 2025,20251,Datacenters,1,False
tag,Construction,seasonal,Fall 2026,20263,Data for the Real World,1,False
tag,Construction,seasonal,Fall 2026,20263,New Operating Systems for the Physical World,1,False
tag,Consumer,consolidated,March 2018,20180,Brick and Mortar 2.0,1,False
tag,Consumer,consolidated,March 2018,20180,Cleaner Commodities,2,False
tag,Consumer,consolidated,April 2020,20201,Brick and Mortar 2.0,1,False
tag,Consumer,consolidated,undated version first captured 2022-03-02,20220,Brick and Mortar 2.0,1,False
tag,Consumer,consolidated,undated version first captured 2022-07-01,20222,Brick and Mortar 2.0,1,False
tag,Consumer,seasonal,Summer 2024,20242,A way to end cancer,1,False
tag,Consumer,seasonal,Summer 2024,20242,Applying machine learning to robotics,1,False
tag,Consumer,seasonal,Summer 2024,20242,Foundation models for biological systems,1,False
tag,Consumer,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,Consumer,seasonal,Summer 2025,20252,Software Tools To Make Robots,1,False
tag,Consumer,seasonal,Fall 2026,20263,AI-Powered Consumer Products for 1 Billion People,5,True
tag,Consumer,seasonal,Fall 2026,20263,The Primer,1,False
tag,Consumer Products,consolidated,March 2018,20180,Cleaner Commodities,2,False
tag,Consumer Products,seasonal,Summer 2024,20242,Foundation models for biological systems,1,False
tag,Consumer Products,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,Consumer Products,seasonal,Fall 2026,20263,AI-Powered Consumer Products for 1 Billion People,2,True
tag,Cryptocurrency,seasonal,Winter 2025,20250,LLMs for chip design,1,False
tag,Databases,seasonal,Spring 2026,20261,Make LLMs Easy to Train,1,False
tag,Databases,seasonal,Summer 2026,20262,Company Brain,1,False
tag,Dating,seasonal,Fall 2026,20263,Proving You're Human,1,False
tag,DeFi,seasonal,Spring 2026,20261,Stablecoin Financial Services,2,False
tag,Defense,seasonal,Summer 2024,20242,New defense technology,4,True
tag,Defense,seasonal,Summer 2026,20262,Counter-Swarm Defense,4,True
tag,Defense,seasonal,Fall 2026,20263,The Future of American Defense,1,True
tag,Delivery,consolidated,March 2018,20180,Brick and Mortar 2.0,1,False
tag,Delivery,consolidated,April 2020,20201,Brick and Mortar 2.0,1,False
tag,Delivery,consolidated,undated version first captured 2022-03-02,20220,Brick and Mortar 2.0,1,False
tag,Delivery,consolidated,undated version first captured 2022-07-01,20222,Brick and Mortar 2.0,1,False
tag,Delivery,seasonal,Summer 2026,20262,AI Personalized Medicine,2,False
tag,Delivery,seasonal,Summer 2026,20262,Dynamic Software Interfaces,1,False
tag,Design,essays,RFS 1,20090,The Future of Journalism,1,False
tag,Design,essays,RFS 2,20090,New Paths Through Product Space,1,False
tag,Design,seasonal,Winter 2025,20250,AI-aided engineering tools,2,False
tag,Design,seasonal,Winter 2025,20250,LLMs for chip design,5,True
tag,Design,seasonal,Summer 2025,20252,More Design Founders,6,True
tag,Design,seasonal,Spring 2026,20261,AI-Native Agencies,2,False
tag,Design,seasonal,Spring 2026,20261,Modern Metal Mills,1,False
tag,Design,seasonal,Spring 2026,20261,Large Spatial Models,1,False
tag,Design,seasonal,Summer 2026,20262,AI Personalized Medicine,1,False
tag,Design,seasonal,Summer 2026,20262,AI-Native Discovery Engines,1,False
tag,Design,seasonal,Summer 2026,20262,Dynamic Software Interfaces,1,False
tag,Design,seasonal,Summer 2026,20262,Electronics in Space,1,False
tag,Design,seasonal,Summer 2026,20262,Hardware Supply Chain,3,False
tag,Design,seasonal,Summer 2026,20262,SaaS Challengers,1,False
tag,Developer Tools,seasonal,Summer 2024,20242,Commercial open source companies,1,False
tag,Developer Tools,seasonal,Summer 2024,20242,Developer tools inspired by existing internal tools,1,True
tag,Diagnostics,consolidated,March 2018,20180,Healthcare,3,False
tag,Diagnostics,consolidated,March 2018,20180,Response to COVID-19,1,False
tag,Diagnostics,consolidated,April 2020,20201,Healthcare,3,False
tag,Diagnostics,consolidated,April 2020,20201,Response to COVID-19,1,False
tag,Diagnostics,consolidated,undated version first captured 2022-03-02,20220,Healthcare,3,False
tag,Diagnostics,consolidated,undated version first captured 2022-03-02,20220,Response to COVID-19,1,False
tag,Diagnostics,consolidated,undated version first captured 2022-07-01,20222,Healthcare,3,False
tag,Diagnostics,seasonal,Summer 2026,20262,AI Personalized Medicine,2,False
tag,Documents,seasonal,Winter 2025,20250,Government software,1,False
tag,Documents,seasonal,Spring 2025,20251,Compliance and Audit,3,False
tag,Documents,seasonal,Spring 2025,20251,DocuSign 2.0,4,False
tag,Documents,seasonal,Spring 2026,20261,Infra for Government Fraud Hunters,1,False
tag,Documents,seasonal,Summer 2026,20262,Company Brain,1,False
tag,Drones,seasonal,Summer 2026,20262,Counter-Swarm Defense,4,False
tag,Drones,seasonal,Fall 2026,20263,The Future of American Defense,1,False
tag,Drug discovery,consolidated,August 2015,20152,A.I.,1,False
tag,Drug discovery,consolidated,September 2016,20162,A.I.,1,False
tag,Drug discovery,consolidated,March 2018,20180,A.I.,1,False
tag,Drug discovery,consolidated,March 2018,20180,Healthcare,1,False
tag,Drug discovery,consolidated,April 2020,20201,A.I.,1,False
tag,Drug discovery,consolidated,April 2020,20201,Healthcare,1,False
tag,Drug discovery,consolidated,undated version first captured 2022-03-02,20220,A.I.,1,False
tag,Drug discovery,consolidated,undated version first captured 2022-03-02,20220,Healthcare,1,False
tag,Drug discovery,consolidated,undated version first captured 2022-07-01,20222,A.I.,1,False
tag,Drug discovery,consolidated,undated version first captured 2022-07-01,20222,Healthcare,1,False
tag,Drug discovery,seasonal,Summer 2024,20242,Using machine learning to simulate the physical world,1,False
tag,Drug discovery,seasonal,Summer 2025,20252,AI for Scientific Advancement,1,False
tag,Drug discovery,seasonal,Summer 2026,20262,AI-Native Discovery Engines,1,False
tag,Education,essays,RFS 6,20100,iPad Applications,1,False
tag,Education,essays,RFS 10,20140,Breakthrough Technologies,3,False
tag,Education,consolidated,March 2014,20140,Education,3,True
tag,Education,consolidated,July 2014,20142,Education,3,True
tag,Education,consolidated,September 2014,20142,Education,3,True
tag,Education,consolidated,August 2015,20152,Education,3,True
tag,Education,consolidated,September 2016,20162,Education,3,True
tag,Education,consolidated,March 2018,20180,Education,5,True
tag,Education,consolidated,March 2018,20180,Government 2.0,1,False
tag,Education,consolidated,April 2020,20201,Education,5,True
tag,Education,consolidated,April 2020,20201,Government 2.0,1,False
tag,Education,consolidated,undated version first captured 2022-03-02,20220,Education,5,True
tag,Education,consolidated,undated version first captured 2022-03-02,20220,Government 2.0,1,False
tag,Education,consolidated,undated version first captured 2022-07-01,20222,Education,5,True
tag,Education,consolidated,undated version first captured 2022-07-01,20222,Government 2.0,1,False
tag,Education,seasonal,Summer 2025,20252,AI Personal Tutor for Everyone,1,False
tag,Education,seasonal,Summer 2025,20252,The Future of Education,5,True
tag,Education,seasonal,Fall 2026,20263,The Primer,1,False
tag,Electronics,seasonal,Summer 2026,20262,Electronics in Space,2,True
tag,Email,essays,RFS 3,20090,Things Built on Twitter,1,False
tag,Email,seasonal,Summer 2025,20252,AI Voice Assistants for Email,2,True
tag,Email,seasonal,Summer 2026,20262,Company Brain,1,False
tag,Email,seasonal,Summer 2026,20262,Dynamic Software Interfaces,4,False
tag,Energy,essays,RFS 9,20120,Kill Hollywood,1,False
tag,Energy,essays,RFS 10,20140,Breakthrough Technologies,9,False
tag,Energy,consolidated,March 2014,20140,Energy,8,True
tag,Energy,consolidated,March 2014,20140,Transportation & Housing,1,False
tag,Energy,consolidated,July 2014,20142,Energy,8,True
tag,Energy,consolidated,July 2014,20142,Transportation & Housing,1,False
tag,Energy,consolidated,September 2014,20142,Energy,8,True
tag,Energy,consolidated,September 2014,20142,Transportation & Housing,1,False
tag,Energy,consolidated,August 2015,20152,Energy,8,True
tag,Energy,consolidated,August 2015,20152,Transportation & Housing,1,False
tag,Energy,consolidated,September 2016,20162,Energy,8,True
tag,Energy,consolidated,September 2016,20162,Transportation & Housing,1,False
tag,Energy,consolidated,March 2018,20180,Cellular Agriculture and Clean Meat,1,False
tag,Energy,consolidated,March 2018,20180,Energy,8,True
tag,Energy,consolidated,March 2018,20180,Transportation & Housing,1,False
tag,Energy,consolidated,April 2020,20201,Cellular Agriculture and Clean Meat,1,False
tag,Energy,consolidated,April 2020,20201,Energy,8,True
tag,Energy,consolidated,April 2020,20201,Transportation and Housing,1,False
tag,Energy,consolidated,undated version first captured 2022-03-02,20220,Cellular Agriculture and Clean Meat,1,False
tag,Energy,consolidated,undated version first captured 2022-03-02,20220,Energy,8,True
tag,Energy,consolidated,undated version first captured 2022-03-02,20220,Transportation and Housing,1,False
tag,Energy,consolidated,undated version first captured 2022-07-01,20222,Cellular Agriculture and Clean Meat,1,False
tag,Energy,consolidated,undated version first captured 2022-07-01,20222,Energy,8,True
tag,Energy,consolidated,undated version first captured 2022-07-01,20222,Transportation and Housing,1,False
tag,Energy,seasonal,Summer 2024,20242,Climate tech,1,False
tag,Energy,seasonal,Winter 2025,20250,LLMs for chip design,1,False
tag,Energy,seasonal,Spring 2026,20261,Modern Metal Mills,5,False
tag,Energy,seasonal,Fall 2026,20263,Data for the Real World,1,False
tag,Energy Storage,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Energy Storage,consolidated,March 2014,20140,Energy,1,False
tag,Energy Storage,consolidated,July 2014,20142,Energy,1,False
tag,Energy Storage,consolidated,September 2014,20142,Energy,1,False
tag,Energy Storage,consolidated,August 2015,20152,Energy,1,False
tag,Energy Storage,consolidated,September 2016,20162,Energy,1,False
tag,Energy Storage,consolidated,March 2018,20180,Energy,1,False
tag,Energy Storage,consolidated,April 2020,20201,Energy,1,False
tag,Energy Storage,consolidated,undated version first captured 2022-03-02,20220,Energy,1,False
tag,Energy Storage,consolidated,undated version first captured 2022-07-01,20222,Energy,1,False
tag,Enterprise,consolidated,September 2014,20142,Enterprise Software,4,True
tag,Enterprise,consolidated,August 2015,20152,Enterprise Software,4,True
tag,Enterprise,consolidated,September 2016,20162,Enterprise Software,4,True
tag,Enterprise,consolidated,March 2018,20180,Enterprise Software,4,True
tag,Enterprise,consolidated,April 2020,20201,Enterprise Software,4,True
tag,Enterprise,consolidated,undated version first captured 2022-03-02,20220,Enterprise Software,4,True
tag,Enterprise,consolidated,undated version first captured 2022-07-01,20222,Enterprise Software,4,True
tag,Enterprise,seasonal,Summer 2024,20242,AI to build enterprise software,7,True
tag,Enterprise,seasonal,Summer 2024,20242,Better enterprise glue,3,True
tag,Enterprise,seasonal,Summer 2024,20242,New Enterprise Resource Planning software,2,True
tag,Enterprise,seasonal,Spring 2025,20251,AI Commercial Open Source Software (AICOSS),1,False
tag,Enterprise,seasonal,Fall 2025,20253,AI Native Enterprise Software,4,True
tag,Enterprise,seasonal,Summer 2026,20262,Dynamic Software Interfaces,1,False
tag,Enterprise Software,consolidated,September 2014,20142,Enterprise Software,4,True
tag,Enterprise Software,consolidated,August 2015,20152,Enterprise Software,4,True
tag,Enterprise Software,consolidated,September 2016,20162,Enterprise Software,4,True
tag,Enterprise Software,consolidated,March 2018,20180,Enterprise Software,4,True
