company_id,slug,field,raw_value,exported_value,match
23434,broad,status,Active,Active,True
23434,broad,isHiring,False,False,True
23434,broad,nonprofit,False,False,True
23434,broad,top_company,False,False,True
23434,broad,launched_at,1614182017,1614182017,True
23434,broad,former_names,[],[],True
23434,broad,url,https://www.ycombinator.com/companies/broad,https://www.ycombinator.com/companies/broad,True
23434,broad,n_year(derived),2021,2021,True
23434,broad,n_subindustry_child(derived),Banking and Exchange,Banking and Exchange,True
23434,broad,n_is_us(derived),False,False,True
26669,mercator,name,Mercator,Mercator,True
26669,mercator,slug,mercator,mercator,True
26669,mercator,batch,Summer 2022,Summer 2022,True
26669,mercator,website,http://www.mercator.tech,http://www.mercator.tech,True
26669,mercator,one_liner,AI-assisted data analytics,AI-assisted data analytics,True
26669,mercator,long_description,"Mercator is your AI-assisted data analytics platform for writing faster, cheaper","Mercator is your AI-assisted data analytics platform for writing faster, cheaper",True
26669,mercator,team_size,2,2.0,True
26669,mercator,all_locations,"San Francisco, CA, USA; Remote","San Francisco, CA, USA; Remote",True
26669,mercator,industry,B2B,B2B,True
26669,mercator,subindustry,B2B,B2B,True
26669,mercator,industries,['B2B'],['B2B'],True
26669,mercator,tags,"['Generative AI', 'SaaS', 'B2B']","['Generative AI', 'SaaS', 'B2B']",True
26669,mercator,regions,"['United States of America', 'America / Canada', 'Remote', 'Fully Remote']","['United States of America', 'America / Canada', 'Remote', 'Fully Remote']",True
26669,mercator,stage,Early,Early,True
26669,mercator,status,Inactive,Inactive,True
26669,mercator,isHiring,False,False,True
26669,mercator,nonprofit,False,False,True
26669,mercator,top_company,False,False,True
26669,mercator,launched_at,1660079045,1660079045,True
26669,mercator,former_names,"[""Quincy's""]","[""Quincy's""]",True
26669,mercator,url,https://www.ycombinator.com/companies/mercator,https://www.ycombinator.com/companies/mercator,True
26669,mercator,n_year(derived),2022,2022,True
26669,mercator,n_subindustry_child(derived),,nan,True
26669,mercator,n_is_us(derived),True,True,True
29573,undermind,name,Undermind,Undermind,True
29573,undermind,slug,undermind,undermind,True
29573,undermind,batch,Summer 2024,Summer 2024,True
29573,undermind,website,https://www.undermind.ai,https://www.undermind.ai,True
29573,undermind,one_liner,An AI agent for scientific research,An AI agent for scientific research,True
29573,undermind,long_description,"At Undermind, we're building a search engine that can handle extremely complex q","At Undermind, we're building a search engine that can handle extremely complex q",True
29573,undermind,team_size,None,nan,True
29573,undermind,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
29573,undermind,industry,B2B,B2B,True
29573,undermind,subindustry,B2B,B2B,True
29573,undermind,industries,['B2B'],['B2B'],True
29573,undermind,tags,"['Machine Learning', 'Biotech', 'Search', 'AI']","['Machine Learning', 'Biotech', 'Search', 'AI']",True
29573,undermind,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
29573,undermind,stage,Early,Early,True
29573,undermind,status,Active,Active,True
29573,undermind,isHiring,False,False,True
29573,undermind,nonprofit,False,False,True
29573,undermind,top_company,False,False,True
29573,undermind,launched_at,1718632251,1718632251,True
29573,undermind,former_names,[],[],True
29573,undermind,url,https://www.ycombinator.com/companies/undermind,https://www.ycombinator.com/companies/undermind,True
29573,undermind,n_year(derived),2024,2024,True
29573,undermind,n_subindustry_child(derived),,nan,True
29573,undermind,n_is_us(derived),True,True,True
746,tech-in-asia,name,Tech in Asia,Tech in Asia,True
746,tech-in-asia,slug,tech-in-asia,tech-in-asia,True
746,tech-in-asia,batch,Winter 2015,Winter 2015,True
746,tech-in-asia,website,http://techinasia.com,http://techinasia.com,True
746,tech-in-asia,one_liner,Tech in Asia (YC W15) is the largest English-language technology…,Tech in Asia (YC W15) is the largest English-language technology…,True
746,tech-in-asia,long_description,Tech in Asia (YC W15) is the largest English-language technology media company t,Tech in Asia (YC W15) is the largest English-language technology media company t,True
746,tech-in-asia,team_size,70,70.0,True
746,tech-in-asia,all_locations,"Singapore, Singapore","Singapore, Singapore",True
746,tech-in-asia,industry,Consumer,Consumer,True
746,tech-in-asia,subindustry,Consumer -> Content,Consumer -> Content,True
746,tech-in-asia,industries,"['Consumer', 'Content']","['Consumer', 'Content']",True
746,tech-in-asia,tags,['Media'],['Media'],True
746,tech-in-asia,regions,"['Singapore', 'Southeast Asia', 'Remote', 'Partly Remote']","['Singapore', 'Southeast Asia', 'Remote', 'Partly Remote']",True
746,tech-in-asia,stage,Early,Early,True
746,tech-in-asia,status,Acquired,Acquired,True
746,tech-in-asia,isHiring,False,False,True
746,tech-in-asia,nonprofit,False,False,True
746,tech-in-asia,top_company,False,False,True
746,tech-in-asia,launched_at,1415700494,1415700494,True
746,tech-in-asia,former_names,['Techlist'],['Techlist'],True
746,tech-in-asia,url,https://www.ycombinator.com/companies/tech-in-asia,https://www.ycombinator.com/companies/tech-in-asia,True
746,tech-in-asia,n_year(derived),2015,2015,True
746,tech-in-asia,n_subindustry_child(derived),Content,Content,True
746,tech-in-asia,n_is_us(derived),False,False,True
63,carsabi,name,Carsabi,Carsabi,True
63,carsabi,slug,carsabi,carsabi,True
63,carsabi,batch,Winter 2012,Winter 2012,True
63,carsabi,website,http://carsabi.com,http://carsabi.com,True
63,carsabi,one_liner,Carsabi is the search engine for used cars,Carsabi is the search engine for used cars,True
63,carsabi,long_description,Carsabi is the search engine for used cars,Carsabi is the search engine for used cars,True
63,carsabi,team_size,2,2.0,True
63,carsabi,all_locations,"San Francisco, CA, USA; Mountain View, CA, USA","San Francisco, CA, USA; Mountain View, CA, USA",True
63,carsabi,industry,Consumer,Consumer,True
63,carsabi,subindustry,Consumer -> Transportation Services,Consumer -> Transportation Services,True
63,carsabi,industries,"['Consumer', 'Transportation Services']","['Consumer', 'Transportation Services']",True
63,carsabi,tags,['Automotive'],['Automotive'],True
63,carsabi,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
63,carsabi,stage,Early,Early,True
63,carsabi,status,Inactive,Inactive,True
63,carsabi,isHiring,False,False,True
63,carsabi,nonprofit,False,False,True
63,carsabi,top_company,False,False,True
63,carsabi,launched_at,1322046092,1322046092,True
63,carsabi,former_names,[],[],True
63,carsabi,url,https://www.ycombinator.com/companies/carsabi,https://www.ycombinator.com/companies/carsabi,True
63,carsabi,n_year(derived),2012,2012,True
63,carsabi,n_subindustry_child(derived),Transportation Services,Transportation Services,True
63,carsabi,n_is_us(derived),True,True,True
29822,omnidock,name,omnidock,omnidock,True
29822,omnidock,slug,omnidock,omnidock,True
29822,omnidock,batch,Summer 2024,Summer 2024,True
29822,omnidock,website,https://www.omnidock.com,https://www.omnidock.com,True
29822,omnidock,one_liner,OS for global e-commerce expansion of brands & manufacturers,OS for global e-commerce expansion of brands & manufacturers,True
29822,omnidock,long_description,Expanding to other geographies and marketplaces is a massive growth lever for br,Expanding to other geographies and marketplaces is a massive growth lever for br,True
29822,omnidock,team_size,1,1.0,True
29822,omnidock,all_locations,"Berlin, Berlin, Germany","Berlin, Berlin, Germany",True
29822,omnidock,industry,B2B,B2B,True
29822,omnidock,subindustry,B2B -> Operations,B2B -> Operations,True
29822,omnidock,industries,"['B2B', 'Operations']","['B2B', 'Operations']",True
29822,omnidock,tags,[],[],True
29822,omnidock,regions,"['Germany', 'Europe']","['Germany', 'Europe']",True
29822,omnidock,stage,Early,Early,True
29822,omnidock,status,Active,Active,True
29822,omnidock,isHiring,False,False,True
29822,omnidock,nonprofit,False,False,True
29822,omnidock,top_company,False,False,True
29822,omnidock,launched_at,1723790505,1723790505,True
29822,omnidock,former_names,['Omnidock'],['Omnidock'],True
29822,omnidock,url,https://www.ycombinator.com/companies/omnidock,https://www.ycombinator.com/companies/omnidock,True
29822,omnidock,n_year(derived),2024,2024,True
29822,omnidock,n_subindustry_child(derived),Operations,Operations,True
29822,omnidock,n_is_us(derived),False,False,True
28827,airgoods,name,Airgoods,Airgoods,True
28827,airgoods,slug,airgoods,airgoods,True
28827,airgoods,batch,Summer 2023,Summer 2023,True
28827,airgoods,website,https://airgoods.com/,https://airgoods.com/,True
28827,airgoods,one_liner,The modern distributor for grocers.,The modern distributor for grocers.,True
28827,airgoods,long_description,"Trusted by independent grocers across America, Airgoods is the AI-native distrib","Trusted by independent grocers across America, Airgoods is the AI-native distrib",True
28827,airgoods,team_size,10,10.0,True
28827,airgoods,all_locations,"New York City, NY, USA","New York City, NY, USA",True
28827,airgoods,industry,B2B,B2B,True
28827,airgoods,subindustry,B2B -> Retail,B2B -> Retail,True
28827,airgoods,industries,"['B2B', 'Retail']","['B2B', 'Retail']",True
28827,airgoods,tags,"['Grocery', 'Supply Chain', 'Food & Beverage']","['Grocery', 'Supply Chain', 'Food & Beverage']",True
28827,airgoods,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
28827,airgoods,stage,Early,Early,True
28827,airgoods,status,Active,Active,True
28827,airgoods,isHiring,True,True,True
28827,airgoods,nonprofit,False,False,True
28827,airgoods,top_company,False,False,True
28827,airgoods,launched_at,1689699732,1689699732,True
28827,airgoods,former_names,['Stack'],['Stack'],True
28827,airgoods,url,https://www.ycombinator.com/companies/airgoods,https://www.ycombinator.com/companies/airgoods,True
28827,airgoods,n_year(derived),2023,2023,True
28827,airgoods,n_subindustry_child(derived),Retail,Retail,True
28827,airgoods,n_is_us(derived),True,True,True
13273,dropbase,name,Dropbase,Dropbase,True
13273,dropbase,slug,dropbase,dropbase,True
13273,dropbase,batch,Winter 2020,Winter 2020,True
13273,dropbase,website,https://dropbase.io,https://dropbase.io,True
13273,dropbase,one_liner,AI app builder for internal tools. Build back-office software faster…,AI app builder for internal tools. Build back-office software faster…,True
13273,dropbase,long_description,Dropbase is a prompt-based app builder that empowers developers to create custom,Dropbase is a prompt-based app builder that empowers developers to create custom,True
13273,dropbase,team_size,8,8.0,True
13273,dropbase,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
13273,dropbase,industry,B2B,B2B,True
13273,dropbase,subindustry,B2B -> Operations,B2B -> Operations,True
13273,dropbase,industries,"['B2B', 'Operations']","['B2B', 'Operations']",True
13273,dropbase,tags,"['Developer Tools', 'SaaS', 'B2B', 'AI']","['Developer Tools', 'SaaS', 'B2B', 'AI']",True
13273,dropbase,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
13273,dropbase,stage,Early,Early,True
13273,dropbase,status,Inactive,Inactive,True
13273,dropbase,isHiring,False,False,True
13273,dropbase,nonprofit,False,False,True
13273,dropbase,top_company,False,False,True
13273,dropbase,launched_at,1584664576,1584664576,True
13273,dropbase,former_names,"['Sanau', 'Castodia']","['Sanau', 'Castodia']",True
13273,dropbase,url,https://www.ycombinator.com/companies/dropbase,https://www.ycombinator.com/companies/dropbase,True
13273,dropbase,n_year(derived),2020,2020,True
13273,dropbase,n_subindustry_child(derived),Operations,Operations,True
13273,dropbase,n_is_us(derived),True,True,True
30307,archon,name,Archon,Archon,True
30307,archon,slug,archon,archon,True
30307,archon,batch,Winter 2025,Winter 2025,True
30307,archon,website,https://archon.inc,https://archon.inc,True
30307,archon,one_liner,We help software companies sell to government.,We help software companies sell to government.,True
30307,archon,long_description,Archon helps software companies sell to the government by cutting the required f,Archon helps software companies sell to the government by cutting the required f,True
30307,archon,team_size,3,3.0,True
30307,archon,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
30307,archon,industry,Government,Government,True
30307,archon,subindustry,Government,Government,True
30307,archon,industries,['Government'],['Government'],True
30307,archon,tags,"['GovTech', 'Compliance', 'Cybersecurity', 'Cloud Computing']","['GovTech', 'Compliance', 'Cybersecurity', 'Cloud Computing']",True
30307,archon,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
30307,archon,stage,Early,Early,True
30307,archon,status,Active,Active,True
30307,archon,isHiring,True,True,True
30307,archon,nonprofit,False,False,True
30307,archon,top_company,False,False,True
30307,archon,launched_at,1738095676,1738095676,True
30307,archon,former_names,['NEXUS'],['NEXUS'],True
30307,archon,url,https://www.ycombinator.com/companies/archon,https://www.ycombinator.com/companies/archon,True
30307,archon,n_year(derived),2025,2025,True
30307,archon,n_subindustry_child(derived),,nan,True
30307,archon,n_is_us(derived),True,True,True
30046,cekura-ai,name,Cekura,Cekura,True
30046,cekura-ai,slug,cekura-ai,cekura-ai,True
30046,cekura-ai,batch,Fall 2024,Fall 2024,True
30046,cekura-ai,website,https://www.cekura.ai/,https://www.cekura.ai/,True
30046,cekura-ai,one_liner,Voice AI and Chat AI agents: Testing and Observability,Voice AI and Chat AI agents: Testing and Observability,True
30046,cekura-ai,long_description,Cekura helps Conversational AI companies with automated QA. From pre-production ,Cekura helps Conversational AI companies with automated QA. From pre-production ,True
30046,cekura-ai,team_size,15,15.0,True
30046,cekura-ai,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
30046,cekura-ai,industry,B2B,B2B,True
30046,cekura-ai,subindustry,"B2B -> Engineering, Product and Design","B2B -> Engineering, Product and Design",True
30046,cekura-ai,industries,"['B2B', 'Engineering, Product and Design']","['B2B', 'Engineering, Product and Design']",True
30046,cekura-ai,tags,"['Developer Tools', 'SaaS', 'B2B']","['Developer Tools', 'SaaS', 'B2B']",True
30046,cekura-ai,regions,"['United States of America', 'America / Canada', 'Remote', 'Partly Remote']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",True
30046,cekura-ai,stage,Early,Early,True
30046,cekura-ai,status,Active,Active,True
30046,cekura-ai,isHiring,True,True,True
30046,cekura-ai,nonprofit,False,False,True
30046,cekura-ai,top_company,False,False,True
30046,cekura-ai,launched_at,1728616885,1728616885,True
30046,cekura-ai,former_names,"['Lex', 'Vocera', 'Cekura', 'Cekura (formerly Vocera)', 'Cekura', 'Cekura (forme","['Lex', 'Vocera', 'Cekura', 'Cekura (formerly Vocera)', 'Cekura', 'Cekura (forme",True
30046,cekura-ai,url,https://www.ycombinator.com/companies/cekura-ai,https://www.ycombinator.com/companies/cekura-ai,True
30046,cekura-ai,n_year(derived),2024,2024,True
30046,cekura-ai,n_subindustry_child(derived),"Engineering, Product and Design","Engineering, Product and Design",True
30046,cekura-ai,n_is_us(derived),True,True,True
269,foodoro,name,Foodoro,Foodoro,True
269,foodoro,slug,foodoro,foodoro,True
269,foodoro,batch,Winter 2009,Winter 2009,True
269,foodoro,website,http://foodoro.com,http://foodoro.com,True
269,foodoro,one_liner,,,True
269,foodoro,long_description,Foodoro is a marketplace where people can buy specialty food directly from artis,Foodoro is a marketplace where people can buy specialty food directly from artis,True
269,foodoro,team_size,11,11.0,True
269,foodoro,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
269,foodoro,industry,Consumer,Consumer,True
269,foodoro,subindustry,Consumer -> Food and Beverage,Consumer -> Food and Beverage,True
269,foodoro,industries,"['Consumer', 'Food and Beverage']","['Consumer', 'Food and Beverage']",True
269,foodoro,tags,[],[],True
269,foodoro,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
269,foodoro,stage,Early,Early,True
269,foodoro,status,Inactive,Inactive,True
269,foodoro,isHiring,False,False,True
269,foodoro,nonprofit,False,False,True
269,foodoro,top_company,False,False,True
269,foodoro,launched_at,1326790834,1326790834,True
269,foodoro,former_names,[],[],True
269,foodoro,url,https://www.ycombinator.com/companies/foodoro,https://www.ycombinator.com/companies/foodoro,True
269,foodoro,n_year(derived),2009,2009,True
269,foodoro,n_subindustry_child(derived),Food and Beverage,Food and Beverage,True
269,foodoro,n_is_us(derived),True,True,True
435,profig,name,Profig,Profig,True
435,profig,slug,profig,profig,True
435,profig,batch,Summer 2012,Summer 2012,True
435,profig,website,http://profig.com,http://profig.com,True
435,profig,one_liner,The phone system for businesses. Manage everything from your company…,The phone system for businesses. Manage everything from your company…,True
435,profig,long_description,"Profig provides transcriptions, call tracking, voice broadcasting, CRM integrati","Profig provides transcriptions, call tracking, voice broadcasting, CRM integrati",True
435,profig,team_size,2,2.0,True
435,profig,all_locations,"San Francisco, CA, USA; Mountain View, CA, USA","San Francisco, CA, USA; Mountain View, CA, USA",True
435,profig,industry,B2B,B2B,True
435,profig,subindustry,B2B -> Operations,B2B -> Operations,True
435,profig,industries,"['B2B', 'Operations']","['B2B', 'Operations']",True
435,profig,tags,['Telecommunications'],['Telecommunications'],True
435,profig,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
435,profig,stage,Early,Early,True
435,profig,status,Inactive,Inactive,True
435,profig,isHiring,False,False,True
435,profig,nonprofit,False,False,True
435,profig,top_company,False,False,True
435,profig,launched_at,1336096910,1336096910,True
435,profig,former_names,[],[],True
435,profig,url,https://www.ycombinator.com/companies/profig,https://www.ycombinator.com/companies/profig,True
435,profig,n_year(derived),2012,2012,True
435,profig,n_subindustry_child(derived),Operations,Operations,True
435,profig,n_is_us(derived),True,True,True
1888,phiar,name,Phiar,Phiar,True
1888,phiar,slug,phiar,phiar,True
1888,phiar,batch,Summer 2018,Summer 2018,True
1888,phiar,website,https://www.phiar.net,https://www.phiar.net,True
1888,phiar,one_liner,We are developing a revolutionary AI-powered augmented reality…,We are developing a revolutionary AI-powered augmented reality…,True
1888,phiar,long_description,"At Phiar, we are building the first AI-powered AR navigation driving software so","At Phiar, we are building the first AI-powered AR navigation driving software so",True
1888,phiar,team_size,12,12.0,True
1888,phiar,all_locations,"San Francisco, CA, USA; Redwood City, CA, USA","San Francisco, CA, USA; Redwood City, CA, USA",True
1888,phiar,industry,Industrials,Industrials,True
1888,phiar,subindustry,Industrials -> Automotive,Industrials -> Automotive,True
1888,phiar,industries,"['Industrials', 'Automotive']","['Industrials', 'Automotive']",True
1888,phiar,tags,"['Artificial Intelligence', 'Machine Learning', 'Augmented Reality']","['Artificial Intelligence', 'Machine Learning', 'Augmented Reality']",True
1888,phiar,regions,"['United States of America', 'America / Canada', 'Remote', 'Partly Remote']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",True
1888,phiar,stage,Early,Early,True
1888,phiar,status,Acquired,Acquired,True
1888,phiar,isHiring,False,False,True
1888,phiar,nonprofit,False,False,True
1888,phiar,top_company,False,False,True
1888,phiar,launched_at,1524539151,1524539151,True
1888,phiar,former_names,['Phair'],['Phair'],True
1888,phiar,url,https://www.ycombinator.com/companies/phiar,https://www.ycombinator.com/companies/phiar,True
1888,phiar,n_year(derived),2018,2018,True
1888,phiar,n_subindustry_child(derived),Automotive,Automotive,True
1888,phiar,n_is_us(derived),True,True,True
12742,finlens,name,Finlens,Finlens,True
12742,finlens,slug,finlens,finlens,True
12742,finlens,batch,Winter 2020,Winter 2020,True
12742,finlens,website,https://finlens.app,https://finlens.app,True
12742,finlens,one_liner,AI Accounting for Founders & Accountants,AI Accounting for Founders & Accountants,True
12742,finlens,long_description,"Finlens is an AI co-pilot for QuickBooks, built for founders and accounting firm","Finlens is an AI co-pilot for QuickBooks, built for founders and accounting firm",True
12742,finlens,team_size,6,6.0,True
12742,finlens,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
12742,finlens,industry,B2B,B2B,True
12742,finlens,subindustry,B2B -> Finance and Accounting,B2B -> Finance and Accounting,True
12742,finlens,industries,"['B2B', 'Finance and Accounting']","['B2B', 'Finance and Accounting']",True
12742,finlens,tags,"['SaaS', 'Finance', 'B2B', 'AI']","['SaaS', 'Finance', 'B2B', 'AI']",True
12742,finlens,regions,"['United States of America', 'America / Canada', 'Remote', 'Partly Remote']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",True
12742,finlens,stage,Early,Early,True
12742,finlens,status,Active,Active,True
12742,finlens,isHiring,False,False,True
12742,finlens,nonprofit,False,False,True
12742,finlens,top_company,False,False,True
12742,finlens,launched_at,1583909491,1583909491,True
12742,finlens,former_names,"['Authlayer', 'ZeFi']","['Authlayer', 'ZeFi']",True
12742,finlens,url,https://www.ycombinator.com/companies/finlens,https://www.ycombinator.com/companies/finlens,True
12742,finlens,n_year(derived),2020,2020,True
12742,finlens,n_subindustry_child(derived),Finance and Accounting,Finance and Accounting,True
12742,finlens,n_is_us(derived),True,True,True
31333,perfectbit-inc,name,"PerfectBit, Inc.","PerfectBit, Inc.",True
31333,perfectbit-inc,slug,perfectbit-inc,perfectbit-inc,True
31333,perfectbit-inc,batch,Spring 2026,Spring 2026,True
31333,perfectbit-inc,website,https://perfectbit.ai,https://perfectbit.ai,True
31333,perfectbit-inc,one_liner,Correct by construction AI training data,Correct by construction AI training data,True
31333,perfectbit-inc,long_description,We create a new kind of data for training AI models. Most LLMs are pre-trained o,We create a new kind of data for training AI models. Most LLMs are pre-trained o,True
31333,perfectbit-inc,team_size,2,2.0,True
31333,perfectbit-inc,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
31333,perfectbit-inc,industry,B2B,B2B,True
31333,perfectbit-inc,subindustry,B2B,B2B,True
31333,perfectbit-inc,industries,['B2B'],['B2B'],True
31333,perfectbit-inc,tags,[],[],True
31333,perfectbit-inc,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
31333,perfectbit-inc,stage,Early,Early,True
31333,perfectbit-inc,status,Active,Active,True
31333,perfectbit-inc,isHiring,True,True,True
31333,perfectbit-inc,nonprofit,False,False,True
31333,perfectbit-inc,top_company,False,False,True
31333,perfectbit-inc,launched_at,1773359306,1773359306,True
31333,perfectbit-inc,former_names,"['Gikl, Inc', 'PerfectBit']","['Gikl, Inc', 'PerfectBit']",True
31333,perfectbit-inc,url,https://www.ycombinator.com/companies/perfectbit-inc,https://www.ycombinator.com/companies/perfectbit-inc,True
31333,perfectbit-inc,n_year(derived),2026,2026,True
31333,perfectbit-inc,n_subindustry_child(derived),,nan,True
31333,perfectbit-inc,n_is_us(derived),True,True,True
22049,virtually,name,Virtually,Virtually,True
22049,virtually,slug,virtually,virtually,True
22049,virtually,batch,Summer 2020,Summer 2020,True
22049,virtually,website,https://tryvirtually.com/,https://tryvirtually.com/,True
22049,virtually,one_liner,"The ""Shopify"" for Online Schools","The ""Shopify"" for Online Schools",True
22049,virtually,long_description,"The first ever ""Student Relationship Manager"" for online schools to bridge the g","The first ever ""Student Relationship Manager"" for online schools to bridge the g",True
22049,virtually,team_size,5,5.0,True
22049,virtually,all_locations,"New York City, NY, USA; New York, NY, USA; Remote","New York City, NY, USA; New York, NY, USA; Remote",True
22049,virtually,industry,B2B,B2B,True
22049,virtually,subindustry,B2B,B2B,True
22049,virtually,industries,['B2B'],['B2B'],True
22049,virtually,tags,"['Education', 'SaaS', 'eLearning']","['Education', 'SaaS', 'eLearning']",True
22049,virtually,regions,"['United States of America', 'America / Canada', 'Remote', 'Fully Remote']","['United States of America', 'America / Canada', 'Remote', 'Fully Remote']",True
22049,virtually,stage,Early,Early,True
22049,virtually,status,Inactive,Inactive,True
22049,virtually,isHiring,False,False,True
22049,virtually,nonprofit,False,False,True
22049,virtually,top_company,False,False,True
22049,virtually,launched_at,1594764442,1594764442,True
22049,virtually,former_names,"['Virtually', 'Peervine']","['Virtually', 'Peervine']",True
22049,virtually,url,https://www.ycombinator.com/companies/virtually,https://www.ycombinator.com/companies/virtually,True
22049,virtually,n_year(derived),2020,2020,True
22049,virtually,n_subindustry_child(derived),,nan,True
22049,virtually,n_is_us(derived),True,True,True
1638,cairns-health,name,Cairns Health,Cairns Health,True
1638,cairns-health,slug,cairns-health,cairns-health,True
1638,cairns-health,batch,Summer 2017,Summer 2017,True
1638,cairns-health,website,https://www.cairns.ai,https://www.cairns.ai,True
1638,cairns-health,one_liner,Your voice. Your health. We care.,Your voice. Your health. We care.,True
1638,cairns-health,long_description,Cairns Health is creating a fundamentally better healthcare experience for peopl,Cairns Health is creating a fundamentally better healthcare experience for peopl,True
1638,cairns-health,team_size,17,17.0,True
1638,cairns-health,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
1638,cairns-health,industry,Healthcare,Healthcare,True
1638,cairns-health,subindustry,Healthcare -> Consumer Health and Wellness,Healthcare -> Consumer Health and Wellness,True
1638,cairns-health,industries,"['Healthcare', 'Consumer Health and Wellness']","['Healthcare', 'Consumer Health and Wellness']",True
1638,cairns-health,tags,"['Hardware', 'Machine Learning', 'Consumer Health Services']","['Hardware', 'Machine Learning', 'Consumer Health Services']",True
1638,cairns-health,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
1638,cairns-health,stage,Early,Early,True
1638,cairns-health,status,Active,Active,True
1638,cairns-health,isHiring,False,False,True
1638,cairns-health,nonprofit,False,False,True
1638,cairns-health,top_company,False,False,True
1638,cairns-health,launched_at,1493693427,1493693427,True
1638,cairns-health,former_names,"['Totemic Labs', 'Totemic', 'Koko']","['Totemic Labs', 'Totemic', 'Koko']",True
1638,cairns-health,url,https://www.ycombinator.com/companies/cairns-health,https://www.ycombinator.com/companies/cairns-health,True
1638,cairns-health,n_year(derived),2017,2017,True
1638,cairns-health,n_subindustry_child(derived),Consumer Health and Wellness,Consumer Health and Wellness,True
1638,cairns-health,n_is_us(derived),True,True,True
1039,interstate-analytics,name,Interstate Analytics,Interstate Analytics,True
1039,interstate-analytics,slug,interstate-analytics,interstate-analytics,True
1039,interstate-analytics,batch,Winter 2016,Winter 2016,True
1039,interstate-analytics,website,http://interstateanalytics.com,http://interstateanalytics.com,True
