label_type,label,era,edition_label,edition_order,requests_mentioning,mentions,in_title_any,batches_before,share_before_pct,batches_after,share_after_pct,pp_change_after_minus_before
industry,Education,consolidated,April 2020,20201,2,6,True,Summer 2019|Winter 2020,2.517,Summer 2020|Winter 2021,2.892,0.375
industry,Education,consolidated,undated version first captured 2022-03-02,20220,2,6,True,Winter 2021|Summer 2021,3.853,Winter 2022|Summer 2022,1.218,-2.635
industry,Education,consolidated,undated version first captured 2022-07-01,20222,2,6,True,Summer 2021|Winter 2022,2.923,Summer 2022|Winter 2023,0.761,-2.162
industry,Education,seasonal,Summer 2025,20252,2,6,True,Winter 2025|Spring 2025,2.555,Summer 2025|Fall 2025,0.603,-1.952
industry,Education,seasonal,Fall 2026,20263,1,1,False,Spring 2026|Summer 2026,0.213,,,
industry,Fintech,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,7.265,Summer 2024|Fall 2024,5.611,-1.654
industry,Fintech,seasonal,Winter 2025,20250,1,3,True,Summer 2024|Fall 2024,5.611,Winter 2025|Spring 2025,6.062,0.451
industry,Government,consolidated,March 2014,20140,1,1,False,Summer 2012|Summer 2013,0.0,Winter 2014|Summer 2014,0.641,0.641
industry,Government,essays,RFS 10,20140,1,1,False,Summer 2012|Summer 2013,0.0,Winter 2014|Summer 2014,0.641,0.641
industry,Government,consolidated,July 2014,20142,1,1,False,Summer 2013|Winter 2014,0.0,Summer 2014|Winter 2015,2.005,2.005
industry,Government,consolidated,September 2014,20142,1,3,True,Summer 2013|Winter 2014,0.0,Summer 2014|Winter 2015,2.005,2.005
industry,Government,consolidated,August 2015,20152,1,1,False,Summer 2014|Winter 2015,2.005,Summer 2015|Winter 2016,0.41,-1.595
industry,Government,consolidated,September 2016,20162,1,1,False,Summer 2015|Winter 2016,0.41,Summer 2016|Winter 2017,0.921,0.511
industry,Government,consolidated,March 2018,20180,2,3,True,Winter 2017|Summer 2017,2.031,Winter 2018|Summer 2018,1.067,-0.964
industry,Government,consolidated,April 2020,20201,2,3,True,Summer 2019|Winter 2020,0.568,Summer 2020|Winter 2021,0.867,0.299
industry,Government,consolidated,undated version first captured 2022-03-02,20220,2,3,True,Winter 2021|Summer 2021,0.277,Winter 2022|Summer 2022,0.126,-0.151
industry,Government,consolidated,undated version first captured 2022-07-01,20222,2,3,True,Summer 2021|Winter 2022,0.254,Summer 2022|Winter 2023,0.182,-0.072
industry,Government,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.202,Summer 2024|Fall 2024,1.339,1.137
industry,Government,seasonal,Winter 2025,20250,1,8,True,Summer 2024|Fall 2024,1.339,Winter 2025|Spring 2025,1.905,0.566
industry,Government,seasonal,Fall 2025,20253,2,9,True,Spring 2025|Summer 2025,1.0,Fall 2025|Winter 2026,0.685,-0.315
industry,Government,seasonal,Spring 2026,20261,2,10,True,Fall 2025|Winter 2026,0.685,Spring 2026|Summer 2026,0.682,-0.003
industry,Government,seasonal,Fall 2026,20263,2,2,False,Spring 2026|Summer 2026,0.682,,,
industry,Healthcare,consolidated,March 2014,20140,1,6,True,Summer 2012|Summer 2013,6.255,Winter 2014|Summer 2014,7.762,1.507
industry,Healthcare,essays,RFS 10,20140,1,6,False,Summer 2012|Summer 2013,6.255,Winter 2014|Summer 2014,7.762,1.507
industry,Healthcare,consolidated,July 2014,20142,1,6,True,Summer 2013|Winter 2014,5.197,Summer 2014|Winter 2015,15.502,10.305
industry,Healthcare,consolidated,September 2014,20142,1,6,True,Summer 2013|Winter 2014,5.197,Summer 2014|Winter 2015,15.502,10.305
industry,Healthcare,consolidated,August 2015,20152,1,6,True,Summer 2014|Winter 2015,15.502,Summer 2015|Winter 2016,13.075,-2.427
industry,Healthcare,consolidated,September 2016,20162,2,7,True,Summer 2015|Winter 2016,13.075,Summer 2016|Winter 2017,13.151,0.076
industry,Healthcare,consolidated,March 2018,20180,5,10,True,Winter 2017|Summer 2017,15.358,Winter 2018|Summer 2018,23.711,8.353
industry,Healthcare,consolidated,April 2020,20201,4,9,True,Summer 2019|Winter 2020,14.712,Summer 2020|Winter 2021,13.756,-0.956
industry,Healthcare,consolidated,undated version first captured 2022-03-02,20220,4,9,True,Winter 2021|Summer 2021,14.285,Winter 2022|Summer 2022,10.655,-3.63
industry,Healthcare,consolidated,undated version first captured 2022-07-01,20222,4,9,True,Summer 2021|Winter 2022,13.711,Summer 2022|Winter 2023,9.325,-4.386
industry,Healthcare,seasonal,Summer 2024,20242,4,7,True,Summer 2023|Winter 2024,12.21,Summer 2024|Fall 2024,9.424,-2.786
industry,Healthcare,seasonal,Summer 2025,20252,1,5,True,Winter 2025|Spring 2025,7.159,Summer 2025|Fall 2025,7.381,0.222
industry,Healthcare,seasonal,Spring 2026,20261,1,1,False,Fall 2025|Winter 2026,7.787,Spring 2026|Summer 2026,8.827,1.04
industry,Healthcare,seasonal,Summer 2026,20262,1,1,False,Winter 2026|Spring 2026,8.379,Summer 2026,8.936,0.557
subindustry_child,Agriculture,consolidated,September 2016,20162,1,1,False,Summer 2015|Winter 2016,1.781,Summer 2016|Winter 2017,1.293,-0.488
subindustry_child,Agriculture,consolidated,March 2018,20180,2,3,True,Winter 2017|Summer 2017,2.093,Winter 2018|Summer 2018,1.791,-0.302
subindustry_child,Agriculture,consolidated,April 2020,20201,2,3,True,Summer 2019|Winter 2020,0.503,Summer 2020|Winter 2021,0.0,-0.503
subindustry_child,Agriculture,consolidated,undated version first captured 2022-03-02,20220,2,3,True,Winter 2021|Summer 2021,0.256,Winter 2022|Summer 2022,0.126,-0.13
subindustry_child,Agriculture,consolidated,undated version first captured 2022-07-01,20222,2,3,True,Summer 2021|Winter 2022,0.382,Summer 2022|Winter 2023,0.0,-0.382
subindustry_child,Agriculture,seasonal,Summer 2026,20262,1,3,True,Winter 2026|Spring 2026,0.252,Summer 2026,0.426,0.174
subindustry_child,Agriculture,seasonal,Fall 2026,20263,1,1,False,Spring 2026|Summer 2026,0.213,,,
subindustry_child,Climate,consolidated,March 2014,20140,1,1,False,Summer 2012|Summer 2013,0.0,Winter 2014|Summer 2014,0.675,0.675
subindustry_child,Climate,essays,RFS 10,20140,1,1,False,Summer 2012|Summer 2013,0.0,Winter 2014|Summer 2014,0.675,0.675
subindustry_child,Climate,consolidated,July 2014,20142,1,1,False,Summer 2013|Winter 2014,0.675,Summer 2014|Winter 2015,0.455,-0.22
subindustry_child,Climate,consolidated,September 2014,20142,1,1,False,Summer 2013|Winter 2014,0.675,Summer 2014|Winter 2015,0.455,-0.22
subindustry_child,Climate,consolidated,August 2015,20152,1,1,False,Summer 2014|Winter 2015,0.455,Summer 2015|Winter 2016,0.962,0.507
subindustry_child,Climate,consolidated,March 2018,20180,1,1,False,Winter 2017|Summer 2017,2.031,Winter 2018|Summer 2018,0.343,-1.688
subindustry_child,Climate,consolidated,April 2020,20201,1,1,False,Summer 2019|Winter 2020,1.226,Summer 2020|Winter 2021,0.925,-0.301
subindustry_child,Climate,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.086,Winter 2022|Summer 2022,2.325,1.239
subindustry_child,Climate,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,1.896,Summer 2022|Winter 2023,1.069,-0.827
subindustry_child,Climate,seasonal,Summer 2024,20242,1,5,True,Summer 2023|Winter 2024,0.228,Summer 2024|Fall 2024,0.806,0.578
subindustry_child,Construction,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.085,Summer 2024|Fall 2024,1.595,0.51
subindustry_child,Construction,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,2.198,Spring 2025|Summer 2025,0.349,-1.849
subindustry_child,Construction,seasonal,Fall 2026,20263,2,2,False,Spring 2026|Summer 2026,1.151,,,
subindustry_child,Content,essays,RFS 1,20090,1,3,False,,,Summer 2011|Winter 2012,4.697,
subindustry_child,Content,consolidated,March 2014,20140,1,1,False,Summer 2012|Summer 2013,5.178,Winter 2014|Summer 2014,1.282,-3.896
subindustry_child,Content,essays,RFS 10,20140,1,1,False,Summer 2012|Summer 2013,5.178,Winter 2014|Summer 2014,1.282,-3.896
subindustry_child,Content,consolidated,July 2014,20142,1,1,False,Summer 2013|Winter 2014,0.962,Summer 2014|Winter 2015,2.191,1.229
subindustry_child,Content,consolidated,September 2014,20142,2,4,False,Summer 2013|Winter 2014,0.962,Summer 2014|Winter 2015,2.191,1.229
subindustry_child,Content,consolidated,August 2015,20152,2,4,False,Summer 2014|Winter 2015,2.191,Summer 2015|Winter 2016,1.442,-0.749
subindustry_child,Content,consolidated,September 2016,20162,2,4,False,Summer 2015|Winter 2016,1.442,Summer 2016|Winter 2017,1.843,0.401
subindustry_child,Content,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,0.301,Summer 2025|Fall 2025,1.63,1.329
subindustry_child,Defense,seasonal,Summer 2024,20242,1,4,True,Summer 2023|Winter 2024,0.202,Summer 2024|Fall 2024,0.0,-0.202
subindustry_child,Defense,seasonal,Summer 2026,20262,1,4,True,Winter 2026|Spring 2026,2.041,Summer 2026,3.83,1.789
subindustry_child,Defense,seasonal,Fall 2026,20263,1,1,True,Spring 2026|Summer 2026,3.454,,,
subindustry_child,Diagnostics,consolidated,March 2018,20180,2,4,False,Winter 2017|Summer 2017,3.262,Winter 2018|Summer 2018,1.869,-1.393
subindustry_child,Diagnostics,consolidated,April 2020,20201,2,4,False,Summer 2019|Winter 2020,1.381,Summer 2020|Winter 2021,0.925,-0.456
subindustry_child,Diagnostics,consolidated,undated version first captured 2022-03-02,20220,2,4,False,Winter 2021|Summer 2021,1.341,Winter 2022|Summer 2022,0.591,-0.75
subindustry_child,Diagnostics,consolidated,undated version first captured 2022-07-01,20222,1,3,False,Summer 2021|Winter 2022,1.272,Summer 2022|Winter 2023,0.396,-0.876
subindustry_child,Diagnostics,seasonal,Summer 2026,20262,1,2,False,Winter 2026|Spring 2026,0.257,Summer 2026,0.0,-0.257
subindustry_child,Drones,seasonal,Summer 2026,20262,1,4,False,Winter 2026|Spring 2026,0.759,Summer 2026,0.0,-0.759
subindustry_child,Drones,seasonal,Fall 2026,20263,1,1,False,Spring 2026|Summer 2026,0.257,,,
subindustry_child,Energy,essays,RFS 9,20120,1,1,False,Summer 2011,0.0,Winter 2012|Summer 2012,0.0,0.0
subindustry_child,Energy,consolidated,March 2014,20140,2,9,True,Summer 2012|Summer 2013,0.0,Winter 2014|Summer 2014,1.282,1.282
subindustry_child,Energy,essays,RFS 10,20140,1,9,False,Summer 2012|Summer 2013,0.0,Winter 2014|Summer 2014,1.282,1.282
subindustry_child,Energy,consolidated,July 2014,20142,2,9,True,Summer 2013|Winter 2014,0.0,Summer 2014|Winter 2015,1.736,1.736
subindustry_child,Energy,consolidated,September 2014,20142,2,9,True,Summer 2013|Winter 2014,0.0,Summer 2014|Winter 2015,1.736,1.736
subindustry_child,Energy,consolidated,August 2015,20152,2,9,True,Summer 2014|Winter 2015,1.736,Summer 2015|Winter 2016,1.781,0.045
subindustry_child,Energy,consolidated,September 2016,20162,2,9,True,Summer 2015|Winter 2016,1.781,Summer 2016|Winter 2017,1.411,-0.37
subindustry_child,Energy,consolidated,March 2018,20180,3,10,True,Winter 2017|Summer 2017,1.231,Winter 2018|Summer 2018,0.0,-1.231
subindustry_child,Energy,consolidated,April 2020,20201,3,10,True,Summer 2019|Winter 2020,0.503,Summer 2020|Winter 2021,1.222,0.719
subindustry_child,Energy,consolidated,undated version first captured 2022-03-02,20220,3,10,True,Winter 2021|Summer 2021,1.127,Winter 2022|Summer 2022,0.679,-0.448
subindustry_child,Energy,consolidated,undated version first captured 2022-07-01,20222,3,10,True,Summer 2021|Winter 2022,0.635,Summer 2022|Winter 2023,0.61,-0.025
subindustry_child,Energy,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.429,Summer 2024|Fall 2024,0.403,-0.026
subindustry_child,Energy,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.403,Winter 2025|Spring 2025,0.952,0.549
subindustry_child,Energy,seasonal,Spring 2026,20261,1,5,False,Fall 2025|Winter 2026,1.85,Spring 2026|Summer 2026,1.151,-0.699
subindustry_child,Energy,seasonal,Fall 2026,20263,1,1,False,Spring 2026|Summer 2026,1.151,,,
subindustry_child,Gaming,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.403,0.403
subindustry_child,Gaming,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.349,Fall 2025|Winter 2026,1.439,1.09
subindustry_child,Human Resources,consolidated,July 2014,20142,1,1,False,Summer 2013|Winter 2014,0.962,Summer 2014|Winter 2015,1.282,0.32
subindustry_child,Human Resources,consolidated,September 2014,20142,1,1,False,Summer 2013|Winter 2014,0.962,Summer 2014|Winter 2015,1.282,0.32
subindustry_child,Human Resources,consolidated,August 2015,20152,1,1,False,Summer 2014|Winter 2015,1.282,Summer 2015|Winter 2016,3.224,1.942
subindustry_child,Human Resources,consolidated,September 2016,20162,1,1,False,Summer 2015|Winter 2016,3.224,Summer 2016|Winter 2017,1.783,-1.441
subindustry_child,Human Resources,consolidated,March 2018,20180,1,1,False,Winter 2017|Summer 2017,1.293,Winter 2018|Summer 2018,3.279,1.986
subindustry_child,Human Resources,consolidated,April 2020,20201,1,1,False,Summer 2019|Winter 2020,1.51,Summer 2020|Winter 2021,1.312,-0.198
subindustry_child,Human Resources,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,2.385,Winter 2022|Summer 2022,1.985,-0.4
subindustry_child,Human Resources,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,2.921,Summer 2022|Winter 2023,1.037,-1.884
subindustry_child,Infrastructure,essays,RFS 4,20090,1,5,False,,,Summer 2011|Winter 2012,10.53,
subindustry_child,Infrastructure,consolidated,March 2014,20140,1,2,True,Summer 2012|Summer 2013,3.73,Winter 2014|Summer 2014,3.915,0.185
subindustry_child,Infrastructure,essays,RFS 10,20140,1,2,False,Summer 2012|Summer 2013,3.73,Winter 2014|Summer 2014,3.915,0.185
subindustry_child,Infrastructure,consolidated,July 2014,20142,1,2,True,Summer 2013|Winter 2014,3.274,Summer 2014|Winter 2015,4.382,1.108
subindustry_child,Infrastructure,consolidated,September 2014,20142,3,4,True,Summer 2013|Winter 2014,3.274,Summer 2014|Winter 2015,4.382,1.108
subindustry_child,Infrastructure,consolidated,August 2015,20152,3,7,True,Summer 2014|Winter 2015,4.382,Summer 2015|Winter 2016,3.082,-1.3
subindustry_child,Infrastructure,consolidated,September 2016,20162,1,1,False,Summer 2015|Winter 2016,3.082,Summer 2016|Winter 2017,2.214,-0.868
subindustry_child,Infrastructure,consolidated,March 2018,20180,2,2,False,Winter 2017|Summer 2017,2.124,Winter 2018|Summer 2018,1.449,-0.675
subindustry_child,Infrastructure,consolidated,April 2020,20201,1,1,False,Summer 2019|Winter 2020,5.254,Summer 2020|Winter 2021,5.284,0.03
subindustry_child,Infrastructure,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,2.958,Winter 2022|Summer 2022,5.466,2.508
subindustry_child,Infrastructure,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,5.409,Winter 2025|Spring 2025,5.556,0.147
subindustry_child,Infrastructure,seasonal,Spring 2025,20251,4,6,True,Fall 2024|Winter 2025,5.601,Spring 2025|Summer 2025,7.364,1.763
subindustry_child,Infrastructure,seasonal,Summer 2025,20252,2,4,False,Winter 2025|Spring 2025,5.556,Summer 2025|Fall 2025,6.614,1.058
subindustry_child,Infrastructure,seasonal,Fall 2025,20253,4,5,True,Spring 2025|Summer 2025,7.364,Fall 2025|Winter 2026,8.177,0.813
subindustry_child,Infrastructure,seasonal,Spring 2026,20261,1,2,False,Fall 2025|Winter 2026,8.177,Spring 2026|Summer 2026,9.934,1.757
subindustry_child,Infrastructure,seasonal,Fall 2026,20263,3,6,True,Spring 2026|Summer 2026,9.934,,,
subindustry_child,Insurance,seasonal,Summer 2024,20242,2,2,False,Summer 2023|Winter 2024,1.059,Summer 2024|Fall 2024,0.935,-0.124
subindustry_child,Insurance,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.935,Winter 2025|Spring 2025,1.603,0.668
subindustry_child,Insurance,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,1.435,Spring 2025|Summer 2025,1.302,-0.133
subindustry_child,Insurance,seasonal,Summer 2026,20262,1,1,False,Winter 2026|Spring 2026,1.784,Summer 2026,2.128,0.344
subindustry_child,Legal,essays,RFS 1,20090,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 2,20090,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 3,20090,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 4,20090,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 5,20090,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 6,20100,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 7,20100,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 8,20110,1,1,False,,,Summer 2011|Winter 2012,0.834,
subindustry_child,Legal,essays,RFS 9,20120,1,1,False,Summer 2011,1.667,Winter 2012|Summer 2012,0.0,-1.667
subindustry_child,Legal,essays,RFS 10,20140,1,1,False,Summer 2012|Summer 2013,1.923,Winter 2014|Summer 2014,0.0,-1.923
subindustry_child,Legal,consolidated,March 2018,20180,1,1,False,Winter 2017|Summer 2017,0.0,Winter 2018|Summer 2018,1.409,1.409
subindustry_child,Legal,consolidated,April 2020,20201,1,1,False,Summer 2019|Winter 2020,0.0,Summer 2020|Winter 2021,0.536,0.536
subindustry_child,Legal,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.553,Winter 2022|Summer 2022,0.465,-0.088
subindustry_child,Legal,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.508,Summer 2022|Winter 2023,0.761,0.253
subindustry_child,Legal,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,2.604,Summer 2025|Fall 2025,1.288,-1.316
subindustry_child,Legal,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,2.001,Fall 2025|Winter 2026,2.192,0.191
subindustry_child,Legal,seasonal,Spring 2026,20261,1,1,False,Fall 2025|Winter 2026,2.192,Spring 2026|Summer 2026,0.726,-1.466
subindustry_child,Legal,seasonal,Fall 2026,20263,1,1,False,Spring 2026|Summer 2026,0.726,,,
subindustry_child,Marketing,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.514,Summer 2024|Fall 2024,1.871,0.357
subindustry_child,Medical Devices,consolidated,September 2014,20142,1,1,False,Summer 2013|Winter 2014,0.0,Summer 2014|Winter 2015,1.363,1.363
subindustry_child,Medical Devices,consolidated,August 2015,20152,1,1,False,Summer 2014|Winter 2015,1.363,Summer 2015|Winter 2016,1.23,-0.133
subindustry_child,Medical Devices,consolidated,September 2016,20162,1,1,False,Summer 2015|Winter 2016,1.23,Summer 2016|Winter 2017,0.431,-0.799
subindustry_child,Medical Devices,consolidated,March 2018,20180,1,2,False,Winter 2017|Summer 2017,0.831,Winter 2018|Summer 2018,1.409,0.578
subindustry_child,Medical Devices,consolidated,April 2020,20201,1,2,False,Summer 2019|Winter 2020,1.575,Summer 2020|Winter 2021,1.164,-0.411
subindustry_child,Medical Devices,consolidated,undated version first captured 2022-03-02,20220,1,2,False,Winter 2021|Summer 2021,1.47,Winter 2022|Summer 2022,0.968,-0.502
subindustry_child,Medical Devices,consolidated,undated version first captured 2022-07-01,20222,1,2,False,Summer 2021|Winter 2022,1.777,Summer 2022|Winter 2023,0.213,-1.564
subindustry_child,Medical Devices,seasonal,Summer 2026,20262,1,1,False,Winter 2026|Spring 2026,0.257,Summer 2026,0.0,-0.257
subindustry_child,Operations,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,3.178,Summer 2024|Fall 2024,3.942,0.764
subindustry_child,Operations,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,3.942,Winter 2025|Spring 2025,1.603,-2.339
subindustry_child,Operations,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,3.031,Spring 2025|Summer 2025,1.603,-1.428
subindustry_child,Operations,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,1.603,Summer 2025|Fall 2025,1.931,0.328
subindustry_child,Operations,seasonal,Spring 2026,20261,1,1,False,Fall 2025|Winter 2026,2.535,Spring 2026|Summer 2026,3.328,0.793
subindustry_child,Operations,seasonal,Fall 2026,20263,2,2,False,Spring 2026|Summer 2026,3.328,,,
subindustry_child,Payments,consolidated,September 2014,20142,1,1,False,Summer 2013|Winter 2014,0.0,Summer 2014|Winter 2015,2.832,2.832
subindustry_child,Payments,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.489,Summer 2024|Fall 2024,0.403,-1.086
subindustry_child,Payments,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.403,Winter 2025|Spring 2025,0.603,0.2
subindustry_child,Payments,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.603,Spring 2025|Summer 2025,0.301,-0.302
subindustry_child,Payments,seasonal,Spring 2026,20261,1,1,False,Fall 2025|Winter 2026,0.845,Spring 2026|Summer 2026,0.769,-0.076
subindustry_child,Payments,seasonal,Fall 2026,20263,1,1,False,Spring 2026|Summer 2026,0.769,,,
subindustry_child,Productivity,consolidated,March 2014,20140,1,1,False,Summer 2012|Summer 2013,7.101,Winter 2014|Summer 2014,3.309,-3.792
subindustry_child,Productivity,essays,RFS 10,20140,1,1,False,Summer 2012|Summer 2013,7.101,Winter 2014|Summer 2014,3.309,-3.792
subindustry_child,Productivity,consolidated,July 2014,20142,1,1,False,Summer 2013|Winter 2014,4.912,Summer 2014|Winter 2015,3.554,-1.358
subindustry_child,Productivity,consolidated,March 2018,20180,1,1,False,Winter 2017|Summer 2017,3.786,Winter 2018|Summer 2018,3.621,-0.165
subindustry_child,Productivity,consolidated,April 2020,20201,1,1,False,Summer 2019|Winter 2020,2.826,Summer 2020|Winter 2021,4.417,1.591
subindustry_child,Productivity,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,2.937,Winter 2022|Summer 2022,3.519,0.582
subindustry_child,Productivity,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,2.533,Summer 2022|Winter 2023,3.05,0.517
subindustry_child,Productivity,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,3.704,Spring 2025|Summer 2025,3.507,-0.197
subindustry_child,Productivity,seasonal,Summer 2025,20252,1,2,False,Winter 2025|Spring 2025,3.507,Summer 2025|Fall 2025,2.793,-0.714
subindustry_child,Retail,essays,RFS 2,20090,1,1,False,,,Summer 2011|Winter 2012,0.757,
subindustry_child,Retail,consolidated,September 2014,20142,1,1,False,Summer 2013|Winter 2014,6.549,Summer 2014|Winter 2015,4.01,-2.539
subindustry_child,Retail,consolidated,August 2015,20152,1,1,False,Summer 2014|Winter 2015,4.01,Summer 2015|Winter 2016,3.491,-0.519
subindustry_child,Retail,consolidated,September 2016,20162,1,1,False,Summer 2015|Winter 2016,3.491,Summer 2016|Winter 2017,3.744,0.253
subindustry_child,Retail,consolidated,March 2018,20180,2,5,False,Winter 2017|Summer 2017,2.493,Winter 2018|Summer 2018,2.173,-0.32
subindustry_child,Retail,consolidated,April 2020,20201,2,5,False,Summer 2019|Winter 2020,3.33,Summer 2020|Winter 2021,3.492,0.162
subindustry_child,Retail,consolidated,undated version first captured 2022-03-02,20220,2,5,False,Winter 2021|Summer 2021,1.979,Winter 2022|Summer 2022,0.842,-1.137
subindustry_child,Retail,consolidated,undated version first captured 2022-07-01,20222,2,5,False,Summer 2021|Winter 2022,1.268,Summer 2022|Winter 2023,0.761,-0.507
subindustry_child,Sales,consolidated,March 2018,20180,1,1,False,Winter 2017|Summer 2017,1.693,Winter 2018|Summer 2018,0.724,-0.969
subindustry_child,Sales,consolidated,April 2020,20201,1,1,False,Summer 2019|Winter 2020,1.381,Summer 2020|Winter 2021,2.418,1.037
subindustry_child,Sales,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.767,Winter 2022|Summer 2022,3.355,1.588
subindustry_child,Sales,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,2.028,Summer 2022|Winter 2023,4.358,2.33
subindustry_child,Sales,seasonal,Summer 2024,20242,2,4,False,Summer 2023|Winter 2024,4.113,Summer 2024|Fall 2024,2.732,-1.381
