era,edition_label,title,edition_order,first_seen_snapshot,last_seen_snapshot,n_snapshots,partner,body_text,n_body_versions,source_url,body_chars
consolidated,March 2014,A.I.,20140,20140701175550,20140701175550,1,,"Relative to the potential impact , it doesn't seem like enough smart people are working on this. A lot of smart people talk about AI with a combination of awe and fear, both for good reasons. But it feels like it could be one of the dividing lines in the history of technology, where before and after look totally different.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,324
consolidated,March 2014,Biotech,20140,20140701175550,20140701175550,1,,"It's still early, but it seems like we're finally making real progress hacking biology. There are so many directions this can go - fighting disease, slowing aging, merging humans and computers, downloading memories, genetic programming, etc. We are certain that this is going to be a surprising, powerful and controversial field over the next several decades - it feels a little bit like microcomputers in the 1970s.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,416
consolidated,March 2014,Education,20140,20140701175550,20140701175550,1,,"If we can fix education, we can eventually do everything else on this list. The first attempts to use technology to fix education have focused on using the Internet to distribute traditional content to a wider audience. This is good, but the Internet is a fundamentally different medium and capable of much more. Solutions that combine the mass scale of technology with one-on-one in-person interaction are particularly interesting to us. This may not require a ""breakthrough"" technologyin the classical sense, but at a minimum it will require very new ways of doing things.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,574
consolidated,March 2014,Energy,20140,20140701175550,20140701175550,1,,"There is a remarkable correlation between the cost of energy and quality of life. Throughout history, when the cost of energy has come down a lot (for example, with the steam engine) the quality of life goes up a lot. Cheap energy would do a huge amount to reduce poverty. New energy sources could also help the environment, the economy, reduce war, ensure a stable future, make food and water more abundant, and much more. We believe economics will dominate - new sources must be cheaper than old ones, without subsidies, and be able to scale to global demand. Nuclear energy can hit the bid, and possibly so can renewables. But pricing is the first order question. In addition to generation, we're also interested in energy storage and transmission. 10x better batteries would enable great new things, as would the ability to easily move energy around.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,854
consolidated,March 2014,Food & Water,20140,20140701175550,20140701175550,1,,"At some point, we are going to have problems with food and water availability. Technology can almost certainly improve this. Great innovations are possible - we will need another advancement on the scale of what Norman Borlaug did.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,231
consolidated,March 2014,Healthcare,20140,20140701175550,20140701175550,1,,"Healthcare in the United States is badly broken. We are getting close to spending 20% of our GDP on healthcare; this is unsustainable. We're interested in ways to make healthcare better for less money, not in companies that are able to exploit the system by overcharging. We're especially interested in preventative healthcare, as this is probably the highest-leverage way to improve health. Sensors and data are interesting in lots of different areas, but especially for healthcare.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,483
consolidated,March 2014,Internet Infrastructure,20140,20140701175550,20140701175550,1,,"We can't imagine life without the Internet. We need to be sure it keeps working - this includes everything from security to free and open communication to infrastructure. The Internet is a transformative power, and we're particularly interested in applications that transform the big underpinnings of society (bitcoin is a great example!). The Internet lets people around the world coordinate action - there are almost certainly important businesses to be built around this concept. Of particular interest to us are ways to use the Internet to fix government - for example, crowdfunding social services. An important trend is the API-ification of everything. As more and more businesses are accessible with a web API, the Internet becomes more and more powerful.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,762
consolidated,March 2014,Levers,20140,20140701175550,20140701175550,1,,"We're interested in technology that multiplies the efforts and productivity of individuals. Robots are a great example, but this also includes areas like new programming languages, powered exoskeletons, augmented reality, etc.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,226
consolidated,March 2014,Robotics,20140,20140701175550,20140701175550,1,,"Robots will be a major way we get things done in the physical world. Our definition is pretty broad - for example, we count a self-driving car as a robot. Robots are how we'll likely explore space and maybe even the human body.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,227
consolidated,March 2014,Science,20140,20140701175550,20140701175550,1,,"Science seems broken. The current funding models are broken and favor political skill over scientific genius. We need new business models for basic research. There are a lot of areas where scientific developments can have huge commercial applications - materials, neuroscience, climate engineering, and cheaper/better ways to get to space, just to name a few - and we'd love to figure out a way for it to happen. Bell Labs worked a long time ago but would probably not work in today's world.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,491
consolidated,March 2014,Transportation & Housing,20140,20140701175550,20140701175550,1,,"About half of all energy is used on transportation, and people spend a huge amount of time unhappily commuting. Face-to-face interaction is still really important; people still need to move around. And housing continues to get more expensive, partially due to difficulties in transportation. We're interested in better ways for people to live somewhere nice, work together, and have easier commutes. As a side note, you shouldn't start a company just because it's on this list. Our hope is that someone already working on a company in one of these areas that might not have otherwise applied to YC will now consider it. The great majority of the startups we fund will continue to be the sort of Internet and mobile companies we've funded in the past, so if that's what you wanted to do before this post, keep doing it. Traditional-looking startups like Google and Facebook are obviously as important as any company one could imagine, and clearly are breakthrough technologies.",1,https://web.archive.org/web/20140701175550/https://www.ycombinator.com/rfs,976
consolidated,July 2014,A.I.,20142,20140802045600,20140903221245,2,,"Relative to the potential impact , it doesn't seem like enough smart people are working on this. A lot of smart people talk about AI with a combination of awe and fear, both for good reasons. But it feels like it could be one of the dividing lines in the history of technology, where before and after look totally different.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,324
consolidated,July 2014,Biotech,20142,20140802045600,20140903221245,2,,"It's still early, but it seems like we're finally making real progress hacking biology. There are so many directions this can go - fighting disease, slowing aging, merging humans and computers, downloading memories, genetic programming, etc. We are certain that this is going to be a surprising, powerful and controversial field over the next several decades - it feels a little bit like microcomputers in the 1970s.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,416
consolidated,July 2014,Education,20142,20140802045600,20140903221245,2,,"If we can fix education, we can eventually do everything else on this list. The first attempts to use technology to fix education have focused on using the Internet to distribute traditional content to a wider audience. This is good, but the Internet is a fundamentally different medium and capable of much more. Solutions that combine the mass scale of technology with one-on-one in-person interaction are particularly interesting to us. This may not require a ""breakthrough"" technology in the classical sense, but at a minimum it will require very new ways of doing things.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,575
consolidated,July 2014,Energy,20142,20140802045600,20140903221245,2,,"There is a remarkable correlation between the cost of energy and quality of life. Throughout history, when the cost of energy has come down a lot (for example, with the steam engine) the quality of life goes up a lot. Cheap energy would do a huge amount to reduce poverty. New energy sources could also help the environment, the economy, reduce war, ensure a stable future, make food and water more abundant, and much more. We believe economics will dominate - new sources must be cheaper than old ones, without subsidies, and be able to scale to global demand. Nuclear energy can hit the bid, and possibly so can renewables. But pricing is the first order question. In addition to generation, we're also interested in energy storage and transmission. 10x better batteries would enable great new things, as would the ability to easily move energy around.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,854
consolidated,July 2014,Food & Water,20142,20140802045600,20140903221245,2,,"At some point, we are going to have problems with food and water availability. Technology can almost certainly improve this. Great innovations are possible - we will need another advancement on the scale of what Norman Borlaug did.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,231
consolidated,July 2014,Healthcare,20142,20140802045600,20140903221245,2,,"Healthcare in the United States is badly broken. We are getting close to spending 20% of our GDP on healthcare; this is unsustainable. We're interested in ways to make healthcare better for less money, not in companies that are able to exploit the system by overcharging. We're especially interested in preventative healthcare, as this is probably the highest-leverage way to improve health. Sensors and data are interesting in lots of different areas, but especially for healthcare.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,483
consolidated,July 2014,Internet Infrastructure,20142,20140802045600,20140903221245,2,,"We can't imagine life without the Internet. We need to be sure it keeps working - this includes everything from security to free and open communication to infrastructure. The Internet is a transformative power, and we're particularly interested in applications that transform the big underpinnings of society (bitcoin is a great example!). The Internet lets people around the world coordinate action - there are almost certainly important businesses to be built around this concept. Of particular interest to us are ways to use the Internet to fix government - for example, crowdfunding social services. An important trend is the API-ification of everything. As more and more businesses are accessible with a web API, the Internet becomes more and more powerful.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,762
consolidated,July 2014,Levers,20142,20140802045600,20140903221245,2,,"We're interested in technology that multiplies the efforts and productivity of individuals. Robots are a great example, but this also includes areas like new programming languages, powered exoskeletons, augmented reality, etc.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,226
consolidated,July 2014,One Million Jobs,20142,20140802045600,20140903221245,2,,"We want to fund companies that have the potential to create a million jobs. There are a lot of areas where it makes sense to divide labor between humans and computers—we are very good at some things computers are terrible at and vice versa—and some of these require huge amounts of human resources. This is both good for the world and likely a good business strategy—as existing jobs go away, a company that creates a lot of new jobs should be able to get a lot of talented people.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,481
consolidated,July 2014,Robotics,20142,20140802045600,20140903221245,2,,"Robots will be a major way we get things done in the physical world. Our definition is pretty broad - for example, we count a self-driving car as a robot. Robots are how we'll likely explore space and maybe even the human body.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,227
consolidated,July 2014,Science,20142,20140802045600,20140903221245,2,,"Science seems broken. The current funding models are broken and favor political skill over scientific genius. We need new business models for basic research. There are a lot of areas where scientific developments can have huge commercial applications - materials, neuroscience, climate engineering, and cheaper/better ways to get to space, just to name a few - and we'd love to figure out a way for it to happen. Bell Labs worked a long time ago but would probably not work in today's world.",1,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,491
consolidated,July 2014,Transportation & Housing,20142,20140802045600,20140903221245,2,,"About half of all energy is used on transportation, and people spend a huge amount of time unhappily commuting. Face-to-face interaction is still really important; people still need to move around. And housing continues to get more expensive, partially due to difficulties in transportation. We're interested in better ways for people to live somewhere nice, work together, and have easier commutes. As a side note, you shouldn't start a company just because it's on this list. Our hope is that someone already working on a company in one of these areas that might not have otherwise applied to YC will now consider it. The great majority of the startups we fund will continue to be the sort of Internet and mobile companies we've funded in the past, so if that's what you wanted to do before this post, keep doing it. Traditional-looking startups like Google and Facebook are obviously as important as any company one could imagine, and clearly are breakthrough technologies.",2,https://web.archive.org/web/20140802045600/https://www.ycombinator.com/rfs,976
consolidated,September 2014,A.I.,20142,20141003045747,20150809071536,11,,"Relative to the potential impact , it doesn't seem like enough smart people are working on this. A lot of smart people talk about AI with a combination of awe and fear, both for good reasons. But it feels like it could be one of the dividing lines in the history of technology, where before and after look totally different.",1,https://web.archive.org/web/20141003045747/https://www.ycombinator.com/rfs,324
consolidated,September 2014,Biotech,20142,20141003045747,20150809071536,11,,"It's still early, but it seems like we're finally making real progress hacking biology. There are so many directions this can go--fighting disease, slowing aging, merging humans and computers, downloading memories, genetic programming, etc. We are certain that this is going to be a surprising, powerful and controversial field over the next several decades. It feels a little bit like microcomputers in the 1970s. Reading DNA has become incredibly fast and cheap. There are many interesting applications here. There are perhaps even more interesting applications as we get better at writing DNA. We are especially interested in applications of biotech to prevent its own misuses. For example, if the bad guys can create new infectious diseases quickly, it'd be nice if the good guys could create new cures and vaccines quickly as well.",1,https://web.archive.org/web/20141003045747/https://www.ycombinator.com/rfs,836
consolidated,September 2014,Developing Countries,20142,20141003045747,20150809071536,11,,"Hundreds of millions of people around the world are getting their first computing experience (a smart phone) and entering the middle class. Increasing numbers of tomorrow's multi-billion dollar technology companies will focus on serving these new consumers, particularly in China, India and South East Asia. Entrepreneurs focused on these markets will almost certainly be riding a big wave, as GDP growth in these countries continues to outpace growth in the United States. Building companies in many of these markets is difficult as shipping and payments infrastructure often doesn't exist yet. On the positive side, that means vertically integrated businesses are a big opportunity.",1,https://web.archive.org/web/20141003045747/https://www.ycombinator.com/rfs,684
consolidated,September 2014,Diversity,20142,20141003045747,20150809071536,11,,"A diverse workforce is good for business and good for the world. Without different perspectives, the products and services we create will miss big opportunities for large segments of people. We want to fund non-profits and startups that are working on making technology a place that is more inclusive and attractive to people of all ages, races, sexual orientations, and cultures.",1,https://web.archive.org/web/20141003045747/https://www.ycombinator.com/rfs,380
consolidated,September 2014,Education,20142,20141003045747,20150809071536,11,,"If we can fix education, we can eventually do everything else on this list. The first attempts to use technology to fix education have focused on using the Internet to distribute traditional content to a wider audience. This is good, but the Internet is a fundamentally different medium and capable of much more. Solutions that combine the mass scale of technology with one-on-one in-person interaction are particularly interesting to us. This may not require a ""breakthrough"" technology in the classical sense, but at a minimum it will require very new ways of doing things.",1,https://web.archive.org/web/20141003045747/https://www.ycombinator.com/rfs,575
consolidated,September 2014,Energy,20142,20141003045747,20150809071536,11,,"There is a remarkable correlation between the cost of energy and quality of life. Throughout history, when the cost of energy has come down a lot (for example, with the steam engine) the quality of life has drastically improved. Cheap energy would do a huge amount to reduce poverty. New energy sources could also help the environment, the economy, reduce war, ensure a stable future, make food and water more abundant, and much more. We believe economics will dominate - new sources must be cheaper than old ones, without subsidies, and be able to scale to global demand. Nuclear energy can hit the bid, and possibly so can renewables. But pricing is the first order question. In addition to generation, we're also interested in energy storage and transmission. 10x better batteries would enable great new things, as would the ability to easily move energy around.",1,https://web.archive.org/web/20141003045747/https://www.ycombinator.com/rfs,865
