label_type,label,era,edition_label,edition_order,requests_mentioning,mentions,in_title_any
subindustry_child,Infrastructure,consolidated,April 2020,20201,1,1,False
subindustry_child,Infrastructure,consolidated,undated version first captured 2022-03-02,20220,1,1,False
subindustry_child,Infrastructure,seasonal,Winter 2025,20250,1,1,False
subindustry_child,Infrastructure,seasonal,Spring 2025,20251,4,6,True
subindustry_child,Infrastructure,seasonal,Summer 2025,20252,2,4,False
subindustry_child,Infrastructure,seasonal,Fall 2025,20253,4,5,True
subindustry_child,Infrastructure,seasonal,Spring 2026,20261,1,2,False
subindustry_child,Infrastructure,seasonal,Fall 2026,20263,3,6,True
subindustry_child,Insurance,seasonal,Summer 2024,20242,2,2,False
subindustry_child,Insurance,seasonal,Winter 2025,20250,1,1,False
subindustry_child,Insurance,seasonal,Spring 2025,20251,1,1,False
subindustry_child,Insurance,seasonal,Summer 2026,20262,1,1,False
subindustry_child,Legal,essays,RFS 1,20090,1,1,False
subindustry_child,Legal,essays,RFS 2,20090,1,1,False
subindustry_child,Legal,essays,RFS 3,20090,1,1,False
subindustry_child,Legal,essays,RFS 4,20090,1,1,False
subindustry_child,Legal,essays,RFS 5,20090,1,1,False
subindustry_child,Legal,essays,RFS 6,20100,1,1,False
subindustry_child,Legal,essays,RFS 7,20100,1,1,False
subindustry_child,Legal,essays,RFS 8,20110,1,1,False
subindustry_child,Legal,essays,RFS 9,20120,1,1,False
subindustry_child,Legal,essays,RFS 10,20140,1,1,False
subindustry_child,Legal,consolidated,March 2018,20180,1,1,False
subindustry_child,Legal,consolidated,April 2020,20201,1,1,False
subindustry_child,Legal,consolidated,undated version first captured 2022-03-02,20220,1,1,False
subindustry_child,Legal,consolidated,undated version first captured 2022-07-01,20222,1,1,False
subindustry_child,Legal,seasonal,Summer 2025,20252,1,1,False
subindustry_child,Legal,seasonal,Fall 2025,20253,1,1,False
subindustry_child,Legal,seasonal,Spring 2026,20261,1,1,False
subindustry_child,Legal,seasonal,Fall 2026,20263,1,1,False
subindustry_child,Marketing,seasonal,Summer 2024,20242,1,1,False
subindustry_child,Medical Devices,consolidated,September 2014,20142,1,1,False
subindustry_child,Medical Devices,consolidated,August 2015,20152,1,1,False
subindustry_child,Medical Devices,consolidated,September 2016,20162,1,1,False
subindustry_child,Medical Devices,consolidated,March 2018,20180,1,2,False
subindustry_child,Medical Devices,consolidated,April 2020,20201,1,2,False
subindustry_child,Medical Devices,consolidated,undated version first captured 2022-03-02,20220,1,2,False
subindustry_child,Medical Devices,consolidated,undated version first captured 2022-07-01,20222,1,2,False
subindustry_child,Medical Devices,seasonal,Summer 2026,20262,1,1,False
subindustry_child,Operations,seasonal,Summer 2024,20242,1,1,False
subindustry_child,Operations,seasonal,Winter 2025,20250,1,1,False
subindustry_child,Operations,seasonal,Spring 2025,20251,1,1,False
subindustry_child,Operations,seasonal,Summer 2025,20252,1,1,False
subindustry_child,Operations,seasonal,Spring 2026,20261,1,1,False
subindustry_child,Operations,seasonal,Fall 2026,20263,2,2,False
subindustry_child,Payments,consolidated,September 2014,20142,1,1,False
subindustry_child,Payments,seasonal,Summer 2024,20242,1,1,False
subindustry_child,Payments,seasonal,Winter 2025,20250,1,1,False
subindustry_child,Payments,seasonal,Spring 2025,20251,1,1,False
subindustry_child,Payments,seasonal,Spring 2026,20261,1,1,False
subindustry_child,Payments,seasonal,Fall 2026,20263,1,1,False
subindustry_child,Productivity,consolidated,March 2014,20140,1,1,False
subindustry_child,Productivity,essays,RFS 10,20140,1,1,False
subindustry_child,Productivity,consolidated,July 2014,20142,1,1,False
subindustry_child,Productivity,consolidated,March 2018,20180,1,1,False
subindustry_child,Productivity,consolidated,April 2020,20201,1,1,False
subindustry_child,Productivity,consolidated,undated version first captured 2022-03-02,20220,1,1,False
subindustry_child,Productivity,consolidated,undated version first captured 2022-07-01,20222,1,1,False
subindustry_child,Productivity,seasonal,Spring 2025,20251,1,1,False
subindustry_child,Productivity,seasonal,Summer 2025,20252,1,2,False
subindustry_child,Retail,essays,RFS 2,20090,1,1,False
subindustry_child,Retail,consolidated,September 2014,20142,1,1,False
subindustry_child,Retail,consolidated,August 2015,20152,1,1,False
subindustry_child,Retail,consolidated,September 2016,20162,1,1,False
subindustry_child,Retail,consolidated,March 2018,20180,2,5,False
subindustry_child,Retail,consolidated,April 2020,20201,2,5,False
subindustry_child,Retail,consolidated,undated version first captured 2022-03-02,20220,2,5,False
subindustry_child,Retail,consolidated,undated version first captured 2022-07-01,20222,2,5,False
subindustry_child,Sales,consolidated,March 2018,20180,1,1,False
subindustry_child,Sales,consolidated,April 2020,20201,1,1,False
subindustry_child,Sales,consolidated,undated version first captured 2022-03-02,20220,1,1,False
subindustry_child,Sales,consolidated,undated version first captured 2022-07-01,20222,1,1,False
subindustry_child,Sales,seasonal,Summer 2024,20242,2,4,False
subindustry_child,Sales,seasonal,Spring 2025,20251,1,1,False
subindustry_child,Sales,seasonal,Fall 2025,20253,1,1,False
subindustry_child,Sales,seasonal,Fall 2026,20263,1,1,False
subindustry_child,Security,consolidated,March 2014,20140,1,1,False
subindustry_child,Security,essays,RFS 10,20140,1,1,False
subindustry_child,Security,consolidated,July 2014,20142,1,1,False
subindustry_child,Security,consolidated,September 2014,20142,1,1,False
subindustry_child,Security,consolidated,August 2015,20152,2,2,True
subindustry_child,Security,consolidated,September 2016,20162,1,1,True
subindustry_child,Security,consolidated,March 2018,20180,1,1,True
subindustry_child,Security,seasonal,Spring 2025,20251,1,1,False
subindustry_child,Security,seasonal,Summer 2025,20252,1,3,True
subindustry_child,Social,essays,RFS 9,20120,1,1,False
subindustry_child,Social,consolidated,March 2014,20140,1,1,False
subindustry_child,Social,essays,RFS 10,20140,1,1,False
subindustry_child,Social,consolidated,July 2014,20142,1,1,False
subindustry_child,Social,consolidated,September 2014,20142,1,1,False
subindustry_child,Social,consolidated,September 2016,20162,1,2,True
subindustry_child,Social,consolidated,March 2018,20180,3,4,True
subindustry_child,Social,consolidated,April 2020,20201,3,4,True
subindustry_child,Social,consolidated,undated version first captured 2022-03-02,20220,3,4,True
subindustry_child,Social,consolidated,undated version first captured 2022-07-01,20222,3,4,True
subindustry_child,Social,seasonal,Summer 2024,20242,1,1,False
subindustry_child,Social,seasonal,Winter 2025,20250,1,1,False
subindustry_child,Therapeutics,seasonal,Summer 2024,20242,1,2,False
tag,3D Printing,seasonal,Summer 2026,20262,1,1,False
tag,AI,consolidated,March 2014,20140,1,1,False
tag,AI,essays,RFS 10,20140,1,1,False
tag,AI,consolidated,July 2014,20142,1,1,False
tag,AI,consolidated,September 2014,20142,1,1,False
tag,AI,consolidated,August 2015,20152,1,1,False
tag,AI,consolidated,September 2016,20162,1,1,False
tag,AI,consolidated,March 2018,20180,3,4,False
tag,AI,consolidated,April 2020,20201,3,4,False
tag,AI,consolidated,undated version first captured 2022-03-02,20220,3,4,False
tag,AI,consolidated,undated version first captured 2022-07-01,20222,3,4,False
tag,AI,seasonal,Summer 2024,20242,5,15,True
tag,AI,seasonal,Winter 2025,20250,5,12,True
tag,AI,seasonal,Spring 2025,20251,11,48,True
tag,AI,seasonal,Summer 2025,20252,13,34,True
tag,AI,seasonal,Fall 2025,20253,5,21,True
tag,AI,seasonal,Spring 2026,20261,9,30,True
tag,AI,seasonal,Summer 2026,20262,12,34,True
tag,AI,seasonal,Fall 2026,20263,7,20,True
tag,API,essays,RFS 4,20090,1,3,False
tag,API,consolidated,March 2014,20140,1,2,False
tag,API,essays,RFS 10,20140,1,2,False
tag,API,consolidated,July 2014,20142,1,2,False
tag,API,consolidated,September 2014,20142,1,2,False
tag,API,consolidated,August 2015,20152,1,2,False
tag,API,seasonal,Spring 2025,20251,2,2,False
tag,API,seasonal,Summer 2025,20252,1,1,False
tag,API,seasonal,Fall 2026,20263,1,5,False
tag,APIs,seasonal,Spring 2025,20251,3,3,False
tag,APIs,seasonal,Summer 2025,20252,1,1,False
tag,APIs,seasonal,Fall 2025,20253,1,1,False
tag,APIs,seasonal,Spring 2026,20261,1,1,False
tag,APIs,seasonal,Summer 2026,20262,1,1,False
tag,APIs,seasonal,Fall 2026,20263,1,2,True
tag,AR,consolidated,September 2014,20142,1,1,True
tag,AR,consolidated,August 2015,20152,1,1,True
tag,AR,consolidated,September 2016,20162,1,1,True
tag,AR,consolidated,March 2018,20180,1,1,True
tag,AR,consolidated,April 2020,20201,1,1,True
tag,AR,consolidated,undated version first captured 2022-03-02,20220,1,1,True
tag,AR,consolidated,undated version first captured 2022-07-01,20222,1,1,True
tag,AR,seasonal,Summer 2024,20242,1,1,False
tag,AR,seasonal,Fall 2025,20253,1,1,False
tag,Aerospace,seasonal,Winter 2025,20250,1,1,False
tag,Agriculture,consolidated,September 2016,20162,1,1,False
tag,Agriculture,consolidated,March 2018,20180,2,3,True
tag,Agriculture,consolidated,April 2020,20201,2,3,True
tag,Agriculture,consolidated,undated version first captured 2022-03-02,20220,2,3,True
tag,Agriculture,consolidated,undated version first captured 2022-07-01,20222,2,3,True
tag,Agriculture,seasonal,Summer 2026,20262,1,3,True
tag,Agriculture,seasonal,Fall 2026,20263,1,1,False
tag,Airplanes,seasonal,Summer 2024,20242,1,1,False
tag,Anti-Aging,consolidated,March 2018,20180,1,1,True
tag,Anti-Aging,consolidated,April 2020,20201,1,1,True
tag,Anti-Aging,consolidated,undated version first captured 2022-03-02,20220,1,1,True
tag,Anti-Aging,consolidated,undated version first captured 2022-07-01,20222,1,1,True
tag,Architecture,seasonal,Winter 2025,20250,1,1,False
tag,Architecture,seasonal,Summer 2026,20262,1,1,False
tag,Architecture,seasonal,Fall 2026,20263,1,1,False
tag,Artificial Intelligence,seasonal,Fall 2026,20263,1,1,False
tag,Augmented Reality,consolidated,March 2014,20140,1,1,False
tag,Augmented Reality,essays,RFS 10,20140,1,1,False
tag,Augmented Reality,consolidated,July 2014,20142,1,1,False
tag,Augmented Reality,consolidated,September 2014,20142,1,1,False
tag,Augmented Reality,consolidated,August 2015,20152,1,1,False
tag,Augmented Reality,consolidated,September 2016,20162,1,1,False
tag,Augmented Reality,consolidated,March 2018,20180,1,1,False
tag,Augmented Reality,consolidated,April 2020,20201,1,1,False
tag,Augmented Reality,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Augmented Reality,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Automation,consolidated,September 2016,20162,1,1,False
tag,Automation,consolidated,March 2018,20180,1,1,False
tag,Automation,consolidated,April 2020,20201,1,1,False
tag,Automation,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Automation,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Automation,seasonal,Summer 2024,20242,1,1,False
tag,Automation,seasonal,Spring 2025,20251,2,2,True
tag,Automation,seasonal,Spring 2026,20261,1,3,False
tag,Automation,seasonal,Summer 2026,20262,1,3,False
tag,B2B,seasonal,Summer 2024,20242,2,2,False
tag,B2B,seasonal,Spring 2025,20251,1,4,False
tag,B2B,seasonal,Summer 2025,20252,1,1,False
tag,B2B,seasonal,Fall 2025,20253,1,1,False
tag,Billing,seasonal,Summer 2024,20242,2,3,False
tag,Billing,seasonal,Fall 2026,20263,1,1,False
tag,Biotech,consolidated,March 2014,20140,1,1,True
tag,Biotech,essays,RFS 10,20140,1,1,False
tag,Biotech,consolidated,July 2014,20142,1,1,True
tag,Biotech,consolidated,September 2014,20142,2,3,True
tag,Biotech,consolidated,August 2015,20152,2,3,True
tag,Biotech,consolidated,September 2016,20162,2,3,True
tag,Biotech,consolidated,March 2018,20180,1,1,False
tag,Biotech,consolidated,April 2020,20201,1,1,False
tag,Biotech,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Biotech,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Blockchain,seasonal,Summer 2024,20242,1,2,False
tag,COVID-19,consolidated,March 2018,20180,1,5,True
tag,COVID-19,consolidated,April 2020,20201,1,5,True
tag,COVID-19,consolidated,undated version first captured 2022-03-02,20220,1,5,True
tag,CRM,seasonal,Summer 2024,20242,1,1,False
tag,CRM,seasonal,Fall 2025,20253,1,1,False
tag,Calendar,seasonal,Spring 2025,20251,1,1,False
tag,Calendar,seasonal,Summer 2025,20252,1,1,False
tag,Calendar,seasonal,Summer 2026,20262,1,1,False
tag,Careers,seasonal,Winter 2025,20250,1,3,False
tag,Cellular Agriculture,consolidated,March 2018,20180,1,2,True
tag,Cellular Agriculture,consolidated,April 2020,20201,1,2,True
tag,Cellular Agriculture,consolidated,undated version first captured 2022-03-02,20220,1,2,True
tag,Cellular Agriculture,consolidated,undated version first captured 2022-07-01,20222,1,2,True
tag,Chat,seasonal,Fall 2025,20253,1,1,False
tag,Chat,seasonal,Fall 2026,20263,1,1,False
tag,Chatbot,seasonal,Summer 2026,20262,2,2,False
tag,China,consolidated,September 2014,20142,1,1,False
tag,China,seasonal,Summer 2026,20262,1,2,False
tag,Clean Meat,consolidated,March 2018,20180,1,1,True
tag,Clean Meat,consolidated,April 2020,20201,1,1,True
tag,Clean Meat,consolidated,undated version first captured 2022-03-02,20220,1,1,True
tag,Clean Meat,consolidated,undated version first captured 2022-07-01,20222,1,1,True
tag,Climate,consolidated,March 2014,20140,1,1,False
tag,Climate,essays,RFS 10,20140,1,1,False
tag,Climate,consolidated,July 2014,20142,1,1,False
tag,Climate,consolidated,September 2014,20142,1,1,False
tag,Climate,consolidated,August 2015,20152,1,1,False
tag,Climate,consolidated,March 2018,20180,1,1,False
tag,Climate,consolidated,April 2020,20201,1,1,False
tag,Climate,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Climate,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Climate,seasonal,Summer 2024,20242,1,5,True
tag,Cloud Computing,seasonal,Fall 2025,20253,2,3,False
tag,Coding Bootcamps,seasonal,Fall 2025,20253,1,1,False
tag,Community,consolidated,March 2018,20180,1,1,False
tag,Community,consolidated,April 2020,20201,1,1,False
tag,Community,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Community,seasonal,Summer 2024,20242,2,2,False
tag,Community,seasonal,Winter 2025,20250,1,1,False
tag,Community,seasonal,Spring 2025,20251,1,1,False
tag,Compliance,seasonal,Summer 2024,20242,1,1,False
tag,Compliance,seasonal,Spring 2025,20251,3,6,True
tag,Compliance,seasonal,Spring 2026,20261,3,3,False
tag,Compliance,seasonal,Summer 2026,20262,2,2,False
tag,Compliance,seasonal,Fall 2026,20263,1,7,True
tag,Computer Vision,seasonal,Winter 2025,20250,1,2,False
tag,Construction,seasonal,Summer 2024,20242,1,1,False
tag,Construction,seasonal,Spring 2025,20251,1,1,False
tag,Construction,seasonal,Fall 2026,20263,2,2,False
tag,Consumer,consolidated,March 2018,20180,2,3,False
tag,Consumer,consolidated,April 2020,20201,1,1,False
tag,Consumer,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Consumer,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Consumer,seasonal,Summer 2024,20242,4,4,False
tag,Consumer,seasonal,Summer 2025,20252,1,1,False
tag,Consumer,seasonal,Fall 2026,20263,2,6,True
tag,Consumer Products,consolidated,March 2018,20180,1,2,False
tag,Consumer Products,seasonal,Summer 2024,20242,2,2,False
tag,Consumer Products,seasonal,Fall 2026,20263,1,2,True
tag,Crowdfunding,consolidated,March 2014,20140,1,1,False
tag,Crowdfunding,essays,RFS 10,20140,1,1,False
tag,Crowdfunding,consolidated,July 2014,20142,1,1,False
tag,Crowdfunding,consolidated,September 2014,20142,1,1,False
tag,Cryptocurrency,seasonal,Winter 2025,20250,1,1,False
tag,Databases,seasonal,Spring 2026,20261,1,1,False
tag,Databases,seasonal,Summer 2026,20262,1,1,False
tag,Dating,seasonal,Fall 2026,20263,1,1,False
tag,DeFi,seasonal,Spring 2026,20261,1,2,False
tag,Defense,seasonal,Summer 2024,20242,1,4,True
tag,Defense,seasonal,Summer 2026,20262,1,4,True
tag,Defense,seasonal,Fall 2026,20263,1,1,True
tag,Delivery,consolidated,March 2018,20180,1,1,False
tag,Delivery,consolidated,April 2020,20201,1,1,False
tag,Delivery,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Delivery,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Delivery,seasonal,Summer 2026,20262,2,3,False
tag,Design,essays,RFS 1,20090,1,1,False
tag,Design,essays,RFS 2,20090,1,1,False
tag,Design,seasonal,Winter 2025,20250,2,7,True
tag,Design,seasonal,Summer 2025,20252,1,6,True
tag,Design,seasonal,Spring 2026,20261,3,4,False
tag,Design,seasonal,Summer 2026,20262,6,8,False
tag,Developer Tools,seasonal,Summer 2024,20242,2,2,True
tag,Diagnostics,consolidated,March 2018,20180,2,4,False
tag,Diagnostics,consolidated,April 2020,20201,2,4,False
tag,Diagnostics,consolidated,undated version first captured 2022-03-02,20220,2,4,False
tag,Diagnostics,consolidated,undated version first captured 2022-07-01,20222,1,3,False
tag,Diagnostics,seasonal,Summer 2026,20262,1,2,False
tag,Documents,seasonal,Winter 2025,20250,1,1,False
tag,Documents,seasonal,Spring 2025,20251,2,7,False
tag,Documents,seasonal,Spring 2026,20261,1,1,False
tag,Documents,seasonal,Summer 2026,20262,1,1,False
tag,Drones,seasonal,Summer 2026,20262,1,4,False
tag,Drones,seasonal,Fall 2026,20263,1,1,False
tag,Drug discovery,consolidated,August 2015,20152,1,1,False
tag,Drug discovery,consolidated,September 2016,20162,1,1,False
tag,Drug discovery,consolidated,March 2018,20180,2,2,False
tag,Drug discovery,consolidated,April 2020,20201,2,2,False
tag,Drug discovery,consolidated,undated version first captured 2022-03-02,20220,2,2,False
tag,Drug discovery,consolidated,undated version first captured 2022-07-01,20222,2,2,False
tag,Drug discovery,seasonal,Summer 2024,20242,1,1,False
tag,Drug discovery,seasonal,Summer 2025,20252,1,1,False
tag,Drug discovery,seasonal,Summer 2026,20262,1,1,False
tag,Education,essays,RFS 6,20100,1,1,False
tag,Education,consolidated,March 2014,20140,1,3,True
tag,Education,essays,RFS 10,20140,1,3,False
tag,Education,consolidated,July 2014,20142,1,3,True
tag,Education,consolidated,September 2014,20142,1,3,True
tag,Education,consolidated,August 2015,20152,1,3,True
tag,Education,consolidated,September 2016,20162,1,3,True
tag,Education,consolidated,March 2018,20180,2,6,True
tag,Education,consolidated,April 2020,20201,2,6,True
tag,Education,consolidated,undated version first captured 2022-03-02,20220,2,6,True
tag,Education,consolidated,undated version first captured 2022-07-01,20222,2,6,True
tag,Education,seasonal,Summer 2025,20252,2,6,True
tag,Education,seasonal,Fall 2026,20263,1,1,False
tag,Electronics,seasonal,Summer 2026,20262,1,2,True
tag,Email,essays,RFS 3,20090,1,1,False
tag,Email,seasonal,Summer 2025,20252,1,2,True
tag,Email,seasonal,Summer 2026,20262,2,5,False
tag,Energy,essays,RFS 9,20120,1,1,False
tag,Energy,consolidated,March 2014,20140,2,9,True
tag,Energy,essays,RFS 10,20140,1,9,False
tag,Energy,consolidated,July 2014,20142,2,9,True
tag,Energy,consolidated,September 2014,20142,2,9,True
tag,Energy,consolidated,August 2015,20152,2,9,True
tag,Energy,consolidated,September 2016,20162,2,9,True
tag,Energy,consolidated,March 2018,20180,3,10,True
tag,Energy,consolidated,April 2020,20201,3,10,True
tag,Energy,consolidated,undated version first captured 2022-03-02,20220,3,10,True
tag,Energy,consolidated,undated version first captured 2022-07-01,20222,3,10,True
tag,Energy,seasonal,Summer 2024,20242,1,1,False
tag,Energy,seasonal,Winter 2025,20250,1,1,False
tag,Energy,seasonal,Spring 2026,20261,1,5,False
tag,Energy,seasonal,Fall 2026,20263,1,1,False
tag,Energy Storage,consolidated,March 2014,20140,1,1,False
tag,Energy Storage,essays,RFS 10,20140,1,1,False
tag,Energy Storage,consolidated,July 2014,20142,1,1,False
tag,Energy Storage,consolidated,September 2014,20142,1,1,False
tag,Energy Storage,consolidated,August 2015,20152,1,1,False
tag,Energy Storage,consolidated,September 2016,20162,1,1,False
tag,Energy Storage,consolidated,March 2018,20180,1,1,False
