subindustry,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
B2B -> Analytics,Summer 2011,3,5.0,S11,2011,20112,60,False
B2B -> Analytics,Winter 2012,1,1.515,W12,2012,20120,66,False
B2B -> Analytics,Summer 2012,3,3.614,S12,2012,20122,83,False
B2B -> Analytics,Winter 2013,3,6.522,W13,2013,20130,46,True
B2B -> Analytics,Summer 2013,0,0.0,S13,2013,20132,52,False
B2B -> Analytics,Winter 2014,1,1.351,W14,2014,20140,74,False
B2B -> Analytics,Summer 2014,1,1.282,S14,2014,20142,78,False
B2B -> Analytics,Winter 2015,1,0.909,W15,2015,20150,110,False
B2B -> Analytics,Summer 2015,1,0.962,S15,2015,20152,104,False
B2B -> Analytics,Winter 2016,2,1.639,W16,2016,20160,122,False
B2B -> Analytics,Summer 2016,0,0.0,S16,2016,20162,102,False
B2B -> Analytics,Winter 2017,1,0.862,W17,2017,20170,116,False
B2B -> Analytics,Summer 2017,1,0.8,S17,2017,20172,125,False
B2B -> Analytics,Winter 2018,2,1.37,W18,2018,20180,146,False
B2B -> Analytics,Summer 2018,1,0.763,S18,2018,20182,131,False
B2B -> Analytics,Winter 2019,3,1.546,W19,2019,20190,194,False
B2B -> Analytics,Summer 2019,3,1.705,S19,2019,20192,176,False
B2B -> Analytics,Winter 2020,6,2.632,W20,2020,20200,228,False
B2B -> Analytics,Summer 2020,6,2.871,S20,2020,20202,209,False
B2B -> Analytics,Winter 2021,5,1.488,W21,2021,20210,336,False
B2B -> Analytics,Summer 2021,12,3.069,S21,2021,20212,391,False
B2B -> Analytics,Winter 2022,11,2.764,W22,2022,20220,398,False
B2B -> Analytics,Summer 2022,3,1.282,S22,2022,20222,234,False
B2B -> Analytics,Winter 2023,9,3.285,W23,2023,20230,274,False
B2B -> Analytics,Summer 2023,6,2.727,S23,2023,20232,220,False
B2B -> Analytics,Winter 2024,8,3.226,W24,2024,20240,248,False
B2B -> Analytics,Summer 2024,3,1.21,S24,2024,20242,248,False
B2B -> Analytics,Fall 2024,0,0.0,F24,2024,20243,94,False
B2B -> Analytics,Winter 2025,3,1.807,W25,2025,20250,166,False
B2B -> Analytics,Spring 2025,3,2.098,X25,2025,20251,143,False
B2B -> Analytics,Summer 2025,6,3.614,S25,2025,20252,166,False
B2B -> Analytics,Fall 2025,1,0.685,F25,2025,20253,146,False
B2B -> Analytics,Winter 2026,3,1.508,W26,2026,20260,199,False
B2B -> Analytics,Spring 2026,2,1.026,X26,2026,20261,195,False
B2B -> Analytics,Summer 2026,5,2.128,S26,2026,20262,235,False
B2B -> Analytics,Fall 2026,0,0.0,F26,2026,20263,35,True
B2B -> Analytics,Winter 2027,0,0.0,W27,2027,20270,1,True
"B2B -> Engineering, Product and Design",Summer 2005,0,0.0,S05,2005,20052,9,True
"B2B -> Engineering, Product and Design",Winter 2006,0,0.0,W06,2006,20060,7,True
"B2B -> Engineering, Product and Design",Summer 2006,0,0.0,S06,2006,20062,10,True
"B2B -> Engineering, Product and Design",Winter 2007,0,0.0,W07,2007,20070,13,True
"B2B -> Engineering, Product and Design",Summer 2007,4,21.053,S07,2007,20072,19,True
"B2B -> Engineering, Product and Design",Winter 2008,3,14.286,W08,2008,20080,21,True
"B2B -> Engineering, Product and Design",Summer 2008,1,4.545,S08,2008,20082,22,True
"B2B -> Engineering, Product and Design",Winter 2009,0,0.0,W09,2009,20090,16,True
"B2B -> Engineering, Product and Design",Summer 2009,2,7.692,S09,2009,20092,26,True
"B2B -> Engineering, Product and Design",Winter 2010,6,22.222,W10,2010,20100,27,True
"B2B -> Engineering, Product and Design",Summer 2010,3,8.333,S10,2010,20102,36,True
"B2B -> Engineering, Product and Design",Winter 2011,3,6.667,W11,2011,20110,45,True
"B2B -> Engineering, Product and Design",Summer 2011,2,3.333,S11,2011,20112,60,False
"B2B -> Engineering, Product and Design",Winter 2012,8,12.121,W12,2012,20120,66,False
"B2B -> Engineering, Product and Design",Summer 2012,9,10.843,S12,2012,20122,83,False
"B2B -> Engineering, Product and Design",Winter 2013,2,4.348,W13,2013,20130,46,True
"B2B -> Engineering, Product and Design",Summer 2013,7,13.462,S13,2013,20132,52,False
"B2B -> Engineering, Product and Design",Winter 2014,7,9.459,W14,2014,20140,74,False
"B2B -> Engineering, Product and Design",Summer 2014,3,3.846,S14,2014,20142,78,False
"B2B -> Engineering, Product and Design",Winter 2015,7,6.364,W15,2015,20150,110,False
"B2B -> Engineering, Product and Design",Summer 2015,5,4.808,S15,2015,20152,104,False
"B2B -> Engineering, Product and Design",Winter 2016,10,8.197,W16,2016,20160,122,False
"B2B -> Engineering, Product and Design",Summer 2016,5,4.902,S16,2016,20162,102,False
"B2B -> Engineering, Product and Design",Winter 2017,3,2.586,W17,2017,20170,116,False
"B2B -> Engineering, Product and Design",Summer 2017,5,4.0,S17,2017,20172,125,False
"B2B -> Engineering, Product and Design",Winter 2018,13,8.904,W18,2018,20180,146,False
"B2B -> Engineering, Product and Design",Summer 2018,12,9.16,S18,2018,20182,131,False
"B2B -> Engineering, Product and Design",Winter 2019,17,8.763,W19,2019,20190,194,False
"B2B -> Engineering, Product and Design",Summer 2019,18,10.227,S19,2019,20192,176,False
"B2B -> Engineering, Product and Design",Winter 2020,18,7.895,W20,2020,20200,228,False
"B2B -> Engineering, Product and Design",Summer 2020,16,7.656,S20,2020,20202,209,False
"B2B -> Engineering, Product and Design",Winter 2021,32,9.524,W21,2021,20210,336,False
"B2B -> Engineering, Product and Design",Summer 2021,29,7.417,S21,2021,20212,391,False
"B2B -> Engineering, Product and Design",Winter 2022,27,6.784,W22,2022,20220,398,False
"B2B -> Engineering, Product and Design",Summer 2022,19,8.12,S22,2022,20222,234,False
"B2B -> Engineering, Product and Design",Winter 2023,45,16.423,W23,2023,20230,274,False
"B2B -> Engineering, Product and Design",Summer 2023,32,14.545,S23,2023,20232,220,False
"B2B -> Engineering, Product and Design",Winter 2024,41,16.532,W24,2024,20240,248,False
"B2B -> Engineering, Product and Design",Summer 2024,41,16.532,S24,2024,20242,248,False
"B2B -> Engineering, Product and Design",Fall 2024,16,17.021,F24,2024,20243,94,False
"B2B -> Engineering, Product and Design",Winter 2025,24,14.458,W25,2025,20250,166,False
"B2B -> Engineering, Product and Design",Spring 2025,24,16.783,X25,2025,20251,143,False
"B2B -> Engineering, Product and Design",Summer 2025,25,15.06,S25,2025,20252,166,False
"B2B -> Engineering, Product and Design",Fall 2025,22,15.068,F25,2025,20253,146,False
"B2B -> Engineering, Product and Design",Winter 2026,18,9.045,W26,2026,20260,199,False
"B2B -> Engineering, Product and Design",Spring 2026,17,8.718,X26,2026,20261,195,False
"B2B -> Engineering, Product and Design",Summer 2026,14,5.957,S26,2026,20262,235,False
"B2B -> Engineering, Product and Design",Fall 2026,5,14.286,F26,2026,20263,35,True
"B2B -> Engineering, Product and Design",Winter 2027,0,0.0,W27,2027,20270,1,True
B2B -> Finance and Accounting,Summer 2005,0,0.0,S05,2005,20052,9,True
B2B -> Finance and Accounting,Winter 2006,1,14.286,W06,2006,20060,7,True
B2B -> Finance and Accounting,Summer 2006,0,0.0,S06,2006,20062,10,True
B2B -> Finance and Accounting,Winter 2007,0,0.0,W07,2007,20070,13,True
B2B -> Finance and Accounting,Summer 2007,0,0.0,S07,2007,20072,19,True
B2B -> Finance and Accounting,Winter 2008,0,0.0,W08,2008,20080,21,True
B2B -> Finance and Accounting,Summer 2008,0,0.0,S08,2008,20082,22,True
B2B -> Finance and Accounting,Winter 2009,0,0.0,W09,2009,20090,16,True
B2B -> Finance and Accounting,Summer 2009,0,0.0,S09,2009,20092,26,True
B2B -> Finance and Accounting,Winter 2010,0,0.0,W10,2010,20100,27,True
B2B -> Finance and Accounting,Summer 2010,1,2.778,S10,2010,20102,36,True
B2B -> Finance and Accounting,Winter 2011,0,0.0,W11,2011,20110,45,True
B2B -> Finance and Accounting,Summer 2011,0,0.0,S11,2011,20112,60,False
B2B -> Finance and Accounting,Winter 2012,0,0.0,W12,2012,20120,66,False
B2B -> Finance and Accounting,Summer 2012,0,0.0,S12,2012,20122,83,False
B2B -> Finance and Accounting,Winter 2013,1,2.174,W13,2013,20130,46,True
B2B -> Finance and Accounting,Summer 2013,0,0.0,S13,2013,20132,52,False
B2B -> Finance and Accounting,Winter 2014,4,5.405,W14,2014,20140,74,False
B2B -> Finance and Accounting,Summer 2014,2,2.564,S14,2014,20142,78,False
B2B -> Finance and Accounting,Winter 2015,4,3.636,W15,2015,20150,110,False
B2B -> Finance and Accounting,Summer 2015,1,0.962,S15,2015,20152,104,False
B2B -> Finance and Accounting,Winter 2016,2,1.639,W16,2016,20160,122,False
B2B -> Finance and Accounting,Summer 2016,4,3.922,S16,2016,20162,102,False
B2B -> Finance and Accounting,Winter 2017,0,0.0,W17,2017,20170,116,False
B2B -> Finance and Accounting,Summer 2017,1,0.8,S17,2017,20172,125,False
B2B -> Finance and Accounting,Winter 2018,3,2.055,W18,2018,20180,146,False
B2B -> Finance and Accounting,Summer 2018,2,1.527,S18,2018,20182,131,False
B2B -> Finance and Accounting,Winter 2019,3,1.546,W19,2019,20190,194,False
B2B -> Finance and Accounting,Summer 2019,0,0.0,S19,2019,20192,176,False
B2B -> Finance and Accounting,Winter 2020,3,1.316,W20,2020,20200,228,False
B2B -> Finance and Accounting,Summer 2020,3,1.435,S20,2020,20202,209,False
B2B -> Finance and Accounting,Winter 2021,13,3.869,W21,2021,20210,336,False
B2B -> Finance and Accounting,Summer 2021,15,3.836,S21,2021,20212,391,False
B2B -> Finance and Accounting,Winter 2022,7,1.759,W22,2022,20220,398,False
B2B -> Finance and Accounting,Summer 2022,9,3.846,S22,2022,20222,234,False
B2B -> Finance and Accounting,Winter 2023,13,4.745,W23,2023,20230,274,False
B2B -> Finance and Accounting,Summer 2023,6,2.727,S23,2023,20232,220,False
B2B -> Finance and Accounting,Winter 2024,2,0.806,W24,2024,20240,248,False
B2B -> Finance and Accounting,Summer 2024,7,2.823,S24,2024,20242,248,False
B2B -> Finance and Accounting,Fall 2024,2,2.128,F24,2024,20243,94,False
B2B -> Finance and Accounting,Winter 2025,5,3.012,W25,2025,20250,166,False
B2B -> Finance and Accounting,Spring 2025,4,2.797,X25,2025,20251,143,False
B2B -> Finance and Accounting,Summer 2025,2,1.205,S25,2025,20252,166,False
B2B -> Finance and Accounting,Fall 2025,5,3.425,F25,2025,20253,146,False
B2B -> Finance and Accounting,Winter 2026,5,2.513,W26,2026,20260,199,False
B2B -> Finance and Accounting,Spring 2026,2,1.026,X26,2026,20261,195,False
B2B -> Finance and Accounting,Summer 2026,6,2.553,S26,2026,20262,235,False
B2B -> Finance and Accounting,Fall 2026,0,0.0,F26,2026,20263,35,True
B2B -> Finance and Accounting,Winter 2027,0,0.0,W27,2027,20270,1,True
B2B -> Human Resources,Summer 2005,0,0.0,S05,2005,20052,9,True
B2B -> Human Resources,Winter 2006,0,0.0,W06,2006,20060,7,True
B2B -> Human Resources,Summer 2006,0,0.0,S06,2006,20062,10,True
B2B -> Human Resources,Winter 2007,0,0.0,W07,2007,20070,13,True
B2B -> Human Resources,Summer 2007,0,0.0,S07,2007,20072,19,True
B2B -> Human Resources,Winter 2008,0,0.0,W08,2008,20080,21,True
B2B -> Human Resources,Summer 2008,0,0.0,S08,2008,20082,22,True
B2B -> Human Resources,Winter 2009,0,0.0,W09,2009,20090,16,True
B2B -> Human Resources,Summer 2009,1,3.846,S09,2009,20092,26,True
B2B -> Human Resources,Winter 2010,0,0.0,W10,2010,20100,27,True
B2B -> Human Resources,Summer 2010,0,0.0,S10,2010,20102,36,True
B2B -> Human Resources,Winter 2011,0,0.0,W11,2011,20110,45,True
B2B -> Human Resources,Summer 2011,0,0.0,S11,2011,20112,60,False
B2B -> Human Resources,Winter 2012,2,3.03,W12,2012,20120,66,False
B2B -> Human Resources,Summer 2012,2,2.41,S12,2012,20122,83,False
B2B -> Human Resources,Winter 2013,2,4.348,W13,2013,20130,46,True
B2B -> Human Resources,Summer 2013,1,1.923,S13,2013,20132,52,False
B2B -> Human Resources,Winter 2014,0,0.0,W14,2014,20140,74,False
B2B -> Human Resources,Summer 2014,2,2.564,S14,2014,20142,78,False
B2B -> Human Resources,Winter 2015,0,0.0,W15,2015,20150,110,False
B2B -> Human Resources,Summer 2015,5,4.808,S15,2015,20152,104,False
B2B -> Human Resources,Winter 2016,2,1.639,W16,2016,20160,122,False
B2B -> Human Resources,Summer 2016,1,0.98,S16,2016,20162,102,False
B2B -> Human Resources,Winter 2017,3,2.586,W17,2017,20170,116,False
B2B -> Human Resources,Summer 2017,0,0.0,S17,2017,20172,125,False
B2B -> Human Resources,Winter 2018,4,2.74,W18,2018,20180,146,False
B2B -> Human Resources,Summer 2018,5,3.817,S18,2018,20182,131,False
B2B -> Human Resources,Winter 2019,2,1.031,W19,2019,20190,194,False
B2B -> Human Resources,Summer 2019,3,1.705,S19,2019,20192,176,False
B2B -> Human Resources,Winter 2020,3,1.316,W20,2020,20200,228,False
B2B -> Human Resources,Summer 2020,3,1.435,S20,2020,20202,209,False
B2B -> Human Resources,Winter 2021,4,1.19,W21,2021,20210,336,False
B2B -> Human Resources,Summer 2021,14,3.581,S21,2021,20212,391,False
B2B -> Human Resources,Winter 2022,9,2.261,W22,2022,20220,398,False
B2B -> Human Resources,Summer 2022,4,1.709,S22,2022,20222,234,False
B2B -> Human Resources,Winter 2023,1,0.365,W23,2023,20230,274,False
B2B -> Human Resources,Summer 2023,1,0.455,S23,2023,20232,220,False
B2B -> Human Resources,Winter 2024,1,0.403,W24,2024,20240,248,False
B2B -> Human Resources,Summer 2024,3,1.21,S24,2024,20242,248,False
B2B -> Human Resources,Fall 2024,0,0.0,F24,2024,20243,94,False
B2B -> Human Resources,Winter 2025,1,0.602,W25,2025,20250,166,False
B2B -> Human Resources,Spring 2025,0,0.0,X25,2025,20251,143,False
B2B -> Human Resources,Summer 2025,1,0.602,S25,2025,20252,166,False
B2B -> Human Resources,Fall 2025,1,0.685,F25,2025,20253,146,False
B2B -> Human Resources,Winter 2026,0,0.0,W26,2026,20260,199,False
B2B -> Human Resources,Spring 2026,0,0.0,X26,2026,20261,195,False
B2B -> Human Resources,Summer 2026,0,0.0,S26,2026,20262,235,False
B2B -> Human Resources,Fall 2026,1,2.857,F26,2026,20263,35,True
B2B -> Human Resources,Winter 2027,0,0.0,W27,2027,20270,1,True
B2B -> Infrastructure,Summer 2005,1,11.111,S05,2005,20052,9,True
B2B -> Infrastructure,Winter 2006,1,14.286,W06,2006,20060,7,True
B2B -> Infrastructure,Summer 2006,0,0.0,S06,2006,20062,10,True
B2B -> Infrastructure,Winter 2007,1,7.692,W07,2007,20070,13,True
B2B -> Infrastructure,Summer 2007,0,0.0,S07,2007,20072,19,True
B2B -> Infrastructure,Winter 2008,3,14.286,W08,2008,20080,21,True
B2B -> Infrastructure,Summer 2008,1,4.545,S08,2008,20082,22,True
B2B -> Infrastructure,Winter 2009,1,6.25,W09,2009,20090,16,True
B2B -> Infrastructure,Summer 2009,1,3.846,S09,2009,20092,26,True
B2B -> Infrastructure,Winter 2010,1,3.704,W10,2010,20100,27,True
B2B -> Infrastructure,Summer 2010,2,5.556,S10,2010,20102,36,True
B2B -> Infrastructure,Winter 2011,3,6.667,W11,2011,20110,45,True
B2B -> Infrastructure,Summer 2011,9,15.0,S11,2011,20112,60,False
B2B -> Infrastructure,Winter 2012,4,6.061,W12,2012,20120,66,False
B2B -> Infrastructure,Summer 2012,3,3.614,S12,2012,20122,83,False
B2B -> Infrastructure,Winter 2013,5,10.87,W13,2013,20130,46,True
B2B -> Infrastructure,Summer 2013,2,3.846,S13,2013,20132,52,False
B2B -> Infrastructure,Winter 2014,2,2.703,W14,2014,20140,74,False
B2B -> Infrastructure,Summer 2014,4,5.128,S14,2014,20142,78,False
B2B -> Infrastructure,Winter 2015,4,3.636,W15,2015,20150,110,False
B2B -> Infrastructure,Summer 2015,3,2.885,S15,2015,20152,104,False
B2B -> Infrastructure,Winter 2016,4,3.279,W16,2016,20160,122,False
B2B -> Infrastructure,Summer 2016,1,0.98,S16,2016,20162,102,False
B2B -> Infrastructure,Winter 2017,4,3.448,W17,2017,20170,116,False
B2B -> Infrastructure,Summer 2017,1,0.8,S17,2017,20172,125,False
B2B -> Infrastructure,Winter 2018,2,1.37,W18,2018,20180,146,False
B2B -> Infrastructure,Summer 2018,2,1.527,S18,2018,20182,131,False
B2B -> Infrastructure,Winter 2019,3,1.546,W19,2019,20190,194,False
B2B -> Infrastructure,Summer 2019,10,5.682,S19,2019,20192,176,False
B2B -> Infrastructure,Winter 2020,11,4.825,W20,2020,20200,228,False
B2B -> Infrastructure,Summer 2020,14,6.699,S20,2020,20202,209,False
B2B -> Infrastructure,Winter 2021,13,3.869,W21,2021,20210,336,False
B2B -> Infrastructure,Summer 2021,8,2.046,S21,2021,20212,391,False
B2B -> Infrastructure,Winter 2022,18,4.523,W22,2022,20220,398,False
B2B -> Infrastructure,Summer 2022,15,6.41,S22,2022,20222,234,False
B2B -> Infrastructure,Winter 2023,16,5.839,W23,2023,20230,274,False
B2B -> Infrastructure,Summer 2023,11,5.0,S23,2023,20232,220,False
B2B -> Infrastructure,Winter 2024,13,5.242,W24,2024,20240,248,False
B2B -> Infrastructure,Summer 2024,11,4.435,S24,2024,20242,248,False
B2B -> Infrastructure,Fall 2024,6,6.383,F24,2024,20243,94,False
B2B -> Infrastructure,Winter 2025,8,4.819,W25,2025,20250,166,False
B2B -> Infrastructure,Spring 2025,9,6.294,X25,2025,20251,143,False
B2B -> Infrastructure,Summer 2025,14,8.434,S25,2025,20252,166,False
B2B -> Infrastructure,Fall 2025,7,4.795,F25,2025,20253,146,False
B2B -> Infrastructure,Winter 2026,23,11.558,W26,2026,20260,199,False
B2B -> Infrastructure,Spring 2026,18,9.231,X26,2026,20261,195,False
B2B -> Infrastructure,Summer 2026,25,10.638,S26,2026,20262,235,False
B2B -> Infrastructure,Fall 2026,4,11.429,F26,2026,20263,35,True
B2B -> Infrastructure,Winter 2027,0,0.0,W27,2027,20270,1,True
B2B -> Legal,Summer 2005,0,0.0,S05,2005,20052,9,True
B2B -> Legal,Winter 2006,0,0.0,W06,2006,20060,7,True
B2B -> Legal,Summer 2006,0,0.0,S06,2006,20062,10,True
B2B -> Legal,Winter 2007,0,0.0,W07,2007,20070,13,True
B2B -> Legal,Summer 2007,0,0.0,S07,2007,20072,19,True
B2B -> Legal,Winter 2008,0,0.0,W08,2008,20080,21,True
B2B -> Legal,Summer 2008,0,0.0,S08,2008,20082,22,True
B2B -> Legal,Winter 2009,0,0.0,W09,2009,20090,16,True
B2B -> Legal,Summer 2009,0,0.0,S09,2009,20092,26,True
B2B -> Legal,Winter 2010,0,0.0,W10,2010,20100,27,True
B2B -> Legal,Summer 2010,0,0.0,S10,2010,20102,36,True
B2B -> Legal,Winter 2011,0,0.0,W11,2011,20110,45,True
B2B -> Legal,Summer 2011,1,1.667,S11,2011,20112,60,False
B2B -> Legal,Winter 2012,0,0.0,W12,2012,20120,66,False
B2B -> Legal,Summer 2012,0,0.0,S12,2012,20122,83,False
B2B -> Legal,Winter 2013,0,0.0,W13,2013,20130,46,True
B2B -> Legal,Summer 2013,2,3.846,S13,2013,20132,52,False
B2B -> Legal,Winter 2014,0,0.0,W14,2014,20140,74,False
B2B -> Legal,Summer 2014,0,0.0,S14,2014,20142,78,False
B2B -> Legal,Winter 2015,0,0.0,W15,2015,20150,110,False
B2B -> Legal,Summer 2015,3,2.885,S15,2015,20152,104,False
B2B -> Legal,Winter 2016,0,0.0,W16,2016,20160,122,False
B2B -> Legal,Summer 2016,0,0.0,S16,2016,20162,102,False
B2B -> Legal,Winter 2017,0,0.0,W17,2017,20170,116,False
B2B -> Legal,Summer 2017,0,0.0,S17,2017,20172,125,False
B2B -> Legal,Winter 2018,3,2.055,W18,2018,20180,146,False
B2B -> Legal,Summer 2018,1,0.763,S18,2018,20182,131,False
B2B -> Legal,Winter 2019,2,1.031,W19,2019,20190,194,False
B2B -> Legal,Summer 2019,0,0.0,S19,2019,20192,176,False
B2B -> Legal,Winter 2020,0,0.0,W20,2020,20200,228,False
B2B -> Legal,Summer 2020,1,0.478,S20,2020,20202,209,False
B2B -> Legal,Winter 2021,2,0.595,W21,2021,20210,336,False
B2B -> Legal,Summer 2021,2,0.512,S21,2021,20212,391,False
B2B -> Legal,Winter 2022,2,0.503,W22,2022,20220,398,False
B2B -> Legal,Summer 2022,1,0.427,S22,2022,20222,234,False
B2B -> Legal,Winter 2023,3,1.095,W23,2023,20230,274,False
B2B -> Legal,Summer 2023,5,2.273,S23,2023,20232,220,False
B2B -> Legal,Winter 2024,3,1.21,W24,2024,20240,248,False
B2B -> Legal,Summer 2024,5,2.016,S24,2024,20242,248,False
B2B -> Legal,Fall 2024,2,2.128,F24,2024,20243,94,False
B2B -> Legal,Winter 2025,4,2.41,W25,2025,20250,166,False
B2B -> Legal,Spring 2025,4,2.797,X25,2025,20251,143,False
B2B -> Legal,Summer 2025,2,1.205,S25,2025,20252,166,False
B2B -> Legal,Fall 2025,2,1.37,F25,2025,20253,146,False
B2B -> Legal,Winter 2026,6,3.015,W26,2026,20260,199,False
B2B -> Legal,Spring 2026,2,1.026,X26,2026,20261,195,False
B2B -> Legal,Summer 2026,1,0.426,S26,2026,20262,235,False
B2B -> Legal,Fall 2026,1,2.857,F26,2026,20263,35,True
B2B -> Legal,Winter 2027,0,0.0,W27,2027,20270,1,True
B2B -> Marketing,Summer 2005,0,0.0,S05,2005,20052,9,True
B2B -> Marketing,Winter 2006,2,28.571,W06,2006,20060,7,True
B2B -> Marketing,Summer 2006,0,0.0,S06,2006,20062,10,True
B2B -> Marketing,Winter 2007,1,7.692,W07,2007,20070,13,True
B2B -> Marketing,Summer 2007,1,5.263,S07,2007,20072,19,True
B2B -> Marketing,Winter 2008,1,4.762,W08,2008,20080,21,True
B2B -> Marketing,Summer 2008,2,9.091,S08,2008,20082,22,True
B2B -> Marketing,Winter 2009,2,12.5,W09,2009,20090,16,True
B2B -> Marketing,Summer 2009,2,7.692,S09,2009,20092,26,True
B2B -> Marketing,Winter 2010,3,11.111,W10,2010,20100,27,True
B2B -> Marketing,Summer 2010,3,8.333,S10,2010,20102,36,True
B2B -> Marketing,Winter 2011,3,6.667,W11,2011,20110,45,True
B2B -> Marketing,Summer 2011,6,10.0,S11,2011,20112,60,False
B2B -> Marketing,Winter 2012,4,6.061,W12,2012,20120,66,False
B2B -> Marketing,Summer 2012,4,4.819,S12,2012,20122,83,False
B2B -> Marketing,Winter 2013,1,2.174,W13,2013,20130,46,True
B2B -> Marketing,Summer 2013,3,5.769,S13,2013,20132,52,False
B2B -> Marketing,Winter 2014,4,5.405,W14,2014,20140,74,False
B2B -> Marketing,Summer 2014,4,5.128,S14,2014,20142,78,False
B2B -> Marketing,Winter 2015,8,7.273,W15,2015,20150,110,False
B2B -> Marketing,Summer 2015,2,1.923,S15,2015,20152,104,False
B2B -> Marketing,Winter 2016,5,4.098,W16,2016,20160,122,False
B2B -> Marketing,Summer 2016,2,1.961,S16,2016,20162,102,False
B2B -> Marketing,Winter 2017,3,2.586,W17,2017,20170,116,False
B2B -> Marketing,Summer 2017,1,0.8,S17,2017,20172,125,False
B2B -> Marketing,Winter 2018,4,2.74,W18,2018,20180,146,False
B2B -> Marketing,Summer 2018,2,1.527,S18,2018,20182,131,False
B2B -> Marketing,Winter 2019,2,1.031,W19,2019,20190,194,False
B2B -> Marketing,Summer 2019,4,2.273,S19,2019,20192,176,False
B2B -> Marketing,Winter 2020,3,1.316,W20,2020,20200,228,False
B2B -> Marketing,Summer 2020,7,3.349,S20,2020,20202,209,False
B2B -> Marketing,Winter 2021,8,2.381,W21,2021,20210,336,False
B2B -> Marketing,Summer 2021,12,3.069,S21,2021,20212,391,False
B2B -> Marketing,Winter 2022,13,3.266,W22,2022,20220,398,False
